Unnamed: 0,property_name,per_sqft,bedroom,bathroom,configuration,area,area_type,floor_number,facing,age_possession,location,property_type,price_cr,Luxury_score,society_encoded,sector_encoded
1417,Sector 79,11609.0,3,3,3,2050.0,Super Built-up,20.0,East,Ready To Move,Bestech Altura,Flat,2.38,0,2.62625,2.543333333333333
1418,Sector 81,8974.0,3,3,3,1560.0,Super Built-up,0.0,Unknown,Ready To Move,Vipul Lavanya,Flat,1.4,14,1.3325,3.7062857142857135
1419,Sector 36A,19269.0,2,2,2,1479.0,Super Built-up,0.0,North,Ready To Move,Krisumi Waterfall Residences,Flat,2.85,8,3.908,4.4023076923076925
1420,MG Road,30089.0,3,4,3,2692.0,Super Built-up,0.0,Unknown,Ready To Move,Suncity Platinum Towers,Flat,8.1,8,12.55,12.55
1421,Sector 89,8277.0,3,3,3,1957.0,Super Built-up,0.0,East,Ready To Move,Greenopolis,Flat,1.62,37,1.604,1.7808695652173914
1422,Sector 82A,18270.0,3,3,3,1818.0,Super Built-up,0.0,North-East,Ready To Move,DLF The Primus,Flat,2.81,14,3.5392857142857146,3.481333333333333
1423,Sector 62,22790.0,3,3,3,2588.0,Super Built-up,0.0,North,Ready To Move,Emaar Digihomes,Flat,5.9,14,4.346153846153846,7.19
1424,Sector 37D,12323.0,4,3,4,2191.0,Super Built-up,0.0,Unknown,Ready To Move,BPTP Terra,Flat,2.7,14,2.52,2.6355
1425,Sector-33 Sohna,20483.0,4,4,4,2600.0,Super Built-up,0.0,East,Ready To Move,Central Park Flower Valley Aqua Front Towers,Flat,3.81,6,4.16875,6.4413829787234045
1426,Sector-33 Sohna,16346.0,3,5,3,2600.0,Super Built-up,0.0,Unknown,Ready To Move,Central Park Flower Valley,Flat,4.25,0,7.949076923076924,6.4413829787234045
1427,Sector-33 Sohna,20530.0,3,3,3,1169.0,Carpet,0.0,North,Under Construction,Godrej Nature Plus,Flat,2.4,6,1.81,6.4413829787234045
1428,Sector 48,17638.0,3,3,3,2075.0,Super Built-up,14.0,North-East,Ready To Move,Bestech Park View City,Flat,3.66,6,3.6942857142857135,9.550147058823528
1429,Sector 49,17092.0,3,4,3,2153.0,Super Built-up,8.0,North-East,Ready To Move,Bestech Park View City 2,Flat,3.68,6,3.943333333333333,4.587948717948718
1430,Sector 48,18404.0,3,4,3,1630.0,Super Built-up,0.0,North,Ready To Move,Vipul Greens,Flat,3.0,0,3.0,9.550147058823528
1431,Sector 102,11454.0,3,3,3,1650.0,Super Built-up,0.0,East,Ready To Move,Emaar Gurgaon Greens,Flat,1.89,6,1.865,2.667326732673267
1432,Sector 36A,19367.0,3,2,3,1975.0,Super Built-up,16.0,East,Ready To Move,Krisumi Waterfall Residences,Flat,3.83,6,3.908,4.4023076923076925
1433,Sector 65,20703.0,3,3,3,1280.0,Super Built-up,0.0,Unknown,Ready To Move,Emaar MGF Emerald Estate,Flat,2.65,8,2.5,8.432784810126583
1434,Sector 37D,12675.0,2,2,2,552.0,Carpet,19.0,North,Ready To Move,Signature Global The Millennia 2,Flat,0.7,0,0.715,2.6355
1435,Sector 65,19465.0,2,2,2,1310.0,Super Built-up,0.0,North-East,Ready To Move,M3M Skycity,Flat,2.55,0,3.2533333333333334,8.432784810126583
1436,Sector 65,18257.0,3,3,3,2054.0,Super Built-up,18.0,East,Ready To Move,M3M Skycity,Flat,3.75,0,3.2533333333333334,8.432784810126583
1437,Sector 91,10984.0,3,3,3,1930.0,Super Built-up,18.0,Unknown,Ready To Move,DLF New Town Heights,Flat,2.12,0,2.22,2.22
1438,Sector 91,10829.0,3,3,3,1930.0,Super Built-up,20.0,Unknown,Ready To Move,DLF New Town Heights,Flat,2.09,0,2.22,2.22
1439,Sector 69,15236.0,3,3,3,1608.0,Super Built-up,0.0,East,Ready To Move,Tulip Violet,Flat,2.45,6,2.556666666666666,3.0326829268292683
1440,Sector 69,15525.0,3,3,3,1578.0,Super Built-up,1.0,East,Ready To Move,Tulip Violet,Flat,2.45,6,2.556666666666666,3.0326829268292683
1441,Sector 86,10621.0,3,3,3,1930.0,Super Built-up,24.0,East,Ready To Move,DLF New Town Heights 2,Flat,2.05,6,2.936923076923077,2.555897435897436
1442,Sector 63A,17687.0,3,3,3,1470.0,Super Built-up,0.0,North-East,Ready To Move,Signature Global City 63A,Flat,2.6,9,2.566666666666667,4.715333333333334
1443,Sector 79,13023.0,3,4,3,2150.0,Super Built-up,7.0,East,Ready To Move,Bestech Altura,Flat,2.8,0,2.62625,2.543333333333333
1444,Sohna,9000.0,2,2,2,1500.0,Super Built-up,11.0,East,Ready To Move,Silverglades The Melia,Flat,1.35,0,1.4666666666666668,2.1345454545454543
1445,Sector 63A,14000.0,2,2,2,750.0,Super Built-up,15.0,North,Ready To Move,Signature Global Prime,Flat,1.05,0,1.05,4.715333333333334
1446,Sector 92,10476.0,2,2,2,1050.0,Built-up,4.0,North-East,Ready To Move,Signature Global City 92,Flat,1.1,0,1.275,2.1133333333333333
1447,Sector 66,19724.0,3,3,3,1957.0,Super Built-up,17.0,East,Ready To Move,Emaar MGF The Palm Drive,Flat,3.86,6,4.582413793103448,8.949036144578313
1448,Sector 102,14028.0,3,3,3,1889.0,Super Built-up,0.0,Unknown,Ready To Move,Adani M2K Oyster Grande,Flat,2.65,0,2.861428571428572,2.667326732673267
1449,Sector 69,11666.0,4,5,4,2400.0,Super Built-up,5.0,East,Ready To Move,Tulip Purple,Flat,2.8,6,2.77,3.0326829268292683
1450,Sector 69,13732.0,3,3,3,1704.0,Super Built-up,15.0,East,Ready To Move,Tulip Yellow,Flat,2.34,0,2.283333333333333,3.0326829268292683
1451,Sector 65,20740.0,3,3,3,1350.0,Super Built-up,0.0,Unknown,Ready To Move,Emaar MGF Emerald Estate,Flat,2.8,28,2.5,8.432784810126583
1452,Sector 102,11851.0,3,4,3,2025.0,Super Built-up,0.0,North-East,Ready To Move,Emaar Imperial Gardens,Flat,2.4,6,2.443,2.667326732673267
1453,Sector 28,17130.0,2,2,2,1150.0,Carpet,0.0,Unknown,Ready To Move,Suncity Essel Towers,Flat,1.97,0,6.664,7.902857142857143
1454,Sector 102,18106.0,2,2,2,1215.0,Super Built-up,0.0,North-East,Ready To Move,Shapoorji Pallonji Joyville Gurugram,Flat,2.2,0,2.4925,2.667326732673267
1455,Sector 102,13617.0,3,3,3,1689.0,Super Built-up,0.0,North,Ready To Move,Adani M2K Oyster Grande,Flat,2.3,0,2.861428571428572,2.667326732673267
1456,Sector 82,10836.0,2,2,2,1430.0,Super Built-up,16.0,East,Ready To Move,Vatika The Seven Lamps,Flat,1.55,6,2.0733333333333333,5.451621621621622
1457,Sector 48,15098.0,3,3,3,2550.0,Super Built-up,0.0,North-East,Ready To Move,Central Park 2 Bellevue,Flat,3.85,22,3.85,9.550147058823528
1458,Sector 37C,9010.0,4,4,4,1848.0,Super Built-up,0.0,West,Ready To Move,Piedmont Taksila heights,Flat,1.67,0,1.842,1.740714285714286
1459,Sector 62,23000.0,2,2,2,1500.0,Super Built-up,0.0,Unknown,Ready To Move,Emaar Digihomes,Flat,3.45,0,4.346153846153846,7.19
1460,Sector 65,17499.0,3,3,3,1600.0,Super Built-up,0.0,North-East,Ready To Move,Emaar MGF Emerald Floors Premier,Flat,2.8,0,3.45,8.432784810126583
1461,Sector 104,12539.0,4,4,4,3150.0,Super Built-up,27.0,East,Ready To Move,ATS Triumph,Flat,3.95,0,3.817222222222222,2.838395061728395
1462,Sector 76,13825.0,2,2,2,745.0,Super Built-up,14.0,Unknown,Ready To Move,Suncity Avenue 76,Flat,1.03,0,0.9225,1.0922222222222222
1463,Sector 92,11515.0,4,4,4,2475.0,Super Built-up,19.0,East,Ready To Move,Bestech Park View Sanskruti,Flat,2.85,0,2.4725,2.1133333333333333
1464,Sector 92,11528.0,3,3,3,1995.0,Super Built-up,0.0,East,Ready To Move,Bestech Park View Sanskruti,Flat,2.3,0,2.4725,2.1133333333333333
1465,Sector 92,11792.0,3,3,3,2120.0,Super Built-up,0.0,East,Ready To Move,Bestech Park View Sanskruti,Flat,2.5,0,2.4725,2.1133333333333333
1466,Sector 92,11458.0,3,3,3,1920.0,Super Built-up,0.0,East,Ready To Move,Bestech Park View Sanskruti,Flat,2.2,0,2.4725,2.1133333333333333
1467,Sector 85,9925.0,3,3,3,1587.0,Super Built-up,6.0,North,Ready To Move,Orris Aster Court,Flat,1.34,6,1.34,2.713055555555556
1468,Sector 69,19520.0,3,3,3,1704.0,Super Built-up,20.0,East,Ready To Move,Tulip Yellow,Flat,2.4,0,2.283333333333333,3.0326829268292683
1469,Sector 76,11563.0,2,2,2,745.0,Super Built-up,5.0,East,Ready To Move,Suncity Avenue 76,Flat,0.86,0,0.9225,1.0922222222222222
1470,Sector 112,16952.0,3,3,3,2802.0,Super Built-up,8.0,Unknown,Ready To Move,Experion Windchants,Flat,4.75,0,6.797999999999999,5.9
1471,Sector 102,15494.0,4,4,4,2162.0,Super Built-up,8.0,Unknown,Ready To Move,Shapoorji Pallonji Joyville Gurugram,Flat,3.35,0,2.4925,2.667326732673267
1472,Sector 112,16796.0,2,2,2,2441.0,Super Built-up,28.0,Unknown,Ready To Move,Experion Windchants,Flat,4.1,0,6.797999999999999,5.9
1473,Sector 89,11036.0,3,3,3,1495.0,Built-up,0.0,Unknown,Ready To Move,Smart World Gems,Flat,1.65,0,1.5168181818181816,1.7808695652173914
1474,Sector 89,8073.0,3,3,3,1957.0,Super Built-up,0.0,East,Ready To Move,Greenopolis,Flat,1.58,0,1.604,1.7808695652173914
1475,Sector 112,12369.0,3,4,3,2870.0,Super Built-up,10.0,North-East,Ready To Move,Tata Gurgaon Gateway,Flat,3.55,0,3.09375,5.9
1476,Sector 86,20000.0,3,3,3,1929.0,Super Built-up,0.0,North,Ready To Move,DLF The Skycourt,Flat,2.4,0,2.3316666666666666,2.555897435897436
1477,Sector 76,16791.0,2,2,2,536.0,Carpet,0.0,Unknown,Ready To Move,Suncity Avenue 76,Flat,0.9,0,0.9225,1.0922222222222222
1478,Sector 79,12009.0,3,3,3,2015.0,Super Built-up,18.0,Unknown,Ready To Move,Bestech Altura,Flat,2.42,0,2.62625,2.543333333333333
1479,Sector-33 Sohna,11996.0,3,3,3,2134.0,Carpet,0.0,East,Ready To Move,Central Park Flower Valley Aqua Front Towers,Flat,2.56,0,4.16875,6.4413829787234045
1480,Sector 102,12098.0,3,4,3,2025.0,Super Built-up,4.0,North-East,Ready To Move,Emaar Imperial Gardens,Flat,2.45,6,2.443,2.667326732673267
1481,Sector-33 Sohna,14673.0,3,3,3,1789.0,Carpet,0.0,Unknown,Ready To Move,Central Park Flower Valley Aqua Front Towers,Flat,2.63,6,4.16875,6.4413829787234045
1482,Sector 104,14128.0,3,2,3,1359.0,Super Built-up,0.0,Unknown,Ready To Move,Hero Homes,Flat,1.92,0,2.0712244897959184,2.838395061728395
1483,Sector-33 Sohna,9955.0,2,2,2,1557.0,Super Built-up,0.0,Unknown,Ready To Move,Godrej Nature Plus,Flat,1.55,0,1.81,6.4413829787234045
1484,Sector 92,12264.0,3,4,3,2120.0,Super Built-up,0.0,North,Ready To Move,Bestech Park View Sanskruti,Flat,2.6,0,2.4725,2.1133333333333333
1485,Sector 106,17250.0,1,1,1,700.0,Super Built-up,9.0,East,Ready To Move,Viridian The Plaza 106,Flat,0.69,7,0.97,2.6783018867924526
1486,Sector 83,13947.0,3,4,3,1900.0,Super Built-up,16.0,Unknown,Ready To Move,Emaar Palm Gardens,Flat,2.65,6,2.412631578947368,2.2664
1487,Sector 84,18666.0,3,2,3,1610.0,Super Built-up,0.0,Unknown,Ready To Move,Spaze Privy AT4,Flat,1.68,0,2.01,2.2295238095238097
1488,Sector 104,15013.0,2,2,2,1099.0,Super Built-up,36.0,North-East,Ready To Move,Hero Homes,Flat,1.65,0,2.0712244897959184,2.838395061728395
1489,Sector 48,31047.0,3,5,3,2464.0,Super Built-up,7.0,East,Ready To Move,Central Park Resorts,Flat,7.65,9,7.475,9.550147058823528
1490,Sector 90,10777.0,3,3,3,1930.0,Super Built-up,0.0,Unknown,Ready To Move,DLF New Town Heights 1,Flat,2.08,6,2.309090909090909,2.261428571428572
1491,Sector 67,26894.0,3,3,3,2295.0,Super Built-up,0.0,Unknown,Ready To Move,M3M Merlin,Flat,4.3,0,4.672666666666667,4.372857142857143
1492,Sector 67,17830.0,3,3,3,2047.0,Super Built-up,0.0,East,Ready To Move,M3M Merlin,Flat,3.65,0,4.672666666666667,4.372857142857143
1493,Sector 83,10893.0,3,3,3,1735.0,Super Built-up,0.0,East,Ready To Move,Vatika Gurgaon 21,Flat,1.89,0,1.885,2.2664
1494,Sector 67A,15505.0,2,2,2,1593.0,Super Built-up,0.0,Unknown,Ready To Move,Ireo The Corridors,Flat,2.47,0,2.9253333333333336,2.973529411764705
1495,Sector 89,11278.0,3,3,3,1494.0,Super Built-up,4.0,East,Ready To Move,Smart World Gems,Flat,1.68,0,1.5168181818181816,1.7808695652173914
1496,Sector 69,11031.0,4,5,4,2400.0,Super Built-up,12.0,East,Ready To Move,Tulip Purple,Flat,2.65,0,2.77,3.0326829268292683
1497,Sector 102,16939.0,2,2,2,915.0,Super Built-up,0.0,Unknown,Ready To Move,Shapoorji Pallonji Joyville Gurugram,Flat,1.55,0,2.4925,2.667326732673267
1498,Sector 37C,8516.0,3,3,3,1820.0,Super Built-up,24.0,Unknown,Ready To Move,ILD Grand,Flat,1.55,6,1.7599999999999998,1.740714285714286
1499,Sector 37C,8000.0,3,3,3,1875.0,Super Built-up,19.0,Unknown,Ready To Move,ILD Greens,Flat,1.5,0,1.8125,1.740714285714286
1500,Sector 106,10113.0,3,4,3,1760.0,Super Built-up,0.0,North-East,Ready To Move,Paras Dews,Flat,1.78,0,1.6928571428571428,2.6783018867924526
1501,DLF Phase 1,42105.0,7,8,7,9500.0,Built-up,0.0,North-East,RESALE,Independent Villa,House,40.0,6,17.31875,21.43235294117647
1502,Greenwood City,35599.0,6,7,6,9270.0,Super Built-up,0.0,Unknown,RESALE,"Greenwood City, Gurgaon",House,33.0,7,22.07,21.308333333333334
1503,Sector 81,311111.0,6,6,6,450.0,Super Built-up,0.0,Unknown,RESALE,Bestech Park View Grand Spa,House,14.0,12,5.356,3.7062857142857135
1504,Block C South city 1,49724.0,11,11,11,4527.0,Super Built-up,0.0,South,RESALE,"Block C South city 1, Gurgaon",House,22.51,18,12.420000000000002,12.420000000000002
1505,"Sushant Lok 2,Sector 55",51852.0,3,2,3,540.0,Super Built-up,0.0,Unknown,RESALE,"Sushant Lok 2,Sector 55, Gurgaon",House,2.8,12,6.966666666666667,7.768181818181818
1506,Sector 86,30556.0,4,6,4,1800.0,Super Built-up,0.0,Unknown,RESALE,DLF New Town Heights 2,House,5.5,0,2.936923076923077,2.555897435897436
1507,South City,30864.0,10,10,10,3240.0,Super Built-up,0.0,North-East,RESALE,"South City, Gurgaon",House,10.0,0,10.0,10.0
1508,Sector 45,44444.0,3,3,3,1800.0,Super Built-up,0.0,Unknown,RESALE,"Sector 45, Gurgaon",House,8.0,0,7.14,6.526818181818182
1509,Sector 47,49019.0,16,20,16,4590.0,Super Built-up,0.0,Unknown,RESALE,"Sector 47, Gurgaon",House,22.5,0,9.261666666666668,6.4425
1510,Block C Palam Vihar,27296.0,2,2,2,1557.0,Super Built-up,0.0,Unknown,RESALE,"Block C Palam Vihar, Gurgaon",House,4.25,0,2.94,2.94
1511,Sector 109,41152.0,5,6,5,2430.0,Super Built-up,0.0,North-East,RESALE,International City by Sobha Phase 1,House,10.0,6,11.018378378378378,9.683529411764706
1512,Palam Vihar,30507.0,6,6,6,1557.0,Super Built-up,0.0,North-East,RESALE,"Palam Vihar, Gurgaon",House,4.75,0,7.0,6.513333333333333
1513,Sector 48,37879.0,4,4,4,2970.0,Covered,0.0,Unknown,RESALE,Vipul Tatvam Villa,House,11.25,12,13.639655172413793,9.550147058823528
1514,Suncity,47839.0,5,6,5,3240.0,Super Built-up,0.0,Unknown,RESALE,"Suncity, Gurgaon",House,15.5,6,14.625,17.568181818181817
1515,Block M South City 1,37037.0,5,6,5,3240.0,Super Built-up,0.0,South,RESALE,"Block M South City 1, Gurgaon",House,12.0,0,11.75,11.333333333333334
1516,Sector 7,20889.0,3,3,3,2250.0,Super Built-up,0.0,Unknown,RESALE,"Sector 7, Gurgaon",House,4.7,12,4.675,4.971428571428571
1517,Sector 33,33200.0,5,5,5,4518.0,Covered,0.0,Unknown,RESALE,Unitech Uniworld Resorts,House,15.0,12,13.34451612903226,13.652424242424244
1518,Sector 4,19333.0,3,2,3,2250.0,Super Built-up,0.0,North-East,RESALE,"Sector 4, Gurgaon",House,4.35,6,5.035714285714286,5.183333333333334
1519,Sector 48,40000.0,4,5,4,4500.0,Super Built-up,0.0,East,RESALE,Vipul Tatvam Villa,House,18.0,6,13.639655172413793,9.550147058823528
1520,Nirvana Country,49211.0,4,4,4,3231.0,Super Built-up,0.0,Unknown,RESALE,Unitech Aspen Greens,House,15.9,6,13.45,9.31625
1521,"Block C, Sushant Lok Phase 1",63752.0,11,11,11,549.0,Super Built-up,0.0,North-East,RESALE,"Block C, Sushant Lok Phase 1, Gurgaon",House,3.5,0,7.60448275862069,8.013333333333334
1522,Sector 72,18939.0,4,4,4,3300.0,Covered,0.0,Unknown,RESALE,Tata Primanti,House,6.25,12,10.627407407407407,10.318928571428572
1523,Sector 10A,31666.0,5,4,5,900.0,Super Built-up,0.0,North,RESALE,builder floor,House,2.85,6,2.85,4.091666666666667
1524,Sector 109,17593.0,4,5,4,5400.0,Super Built-up,0.0,Unknown,RESALE,Sobha International City Phase 3,House,9.5,0,13.261538461538462,9.683529411764706
1525,Sector 84,10814.0,4,4,4,2700.0,Super Built-up,0.0,North-East,RESALE,SS Linden Floors,House,2.92,0,3.1740000000000004,2.2295238095238097
1526,Sector 60,16402.0,4,5,4,3780.0,Super Built-up,0.0,East,RESALE,Adani Brahma Samsara,House,6.2,6,6.16,4.679047619047619
1527,Sector 48,34722.0,5,7,5,6768.0,Super Built-up,0.0,North-East,RESALE,Vipul Tatvam Villa,House,23.5,6,13.639655172413793,9.550147058823528
1528,Sector 4,24306.0,4,4,4,1440.0,Built-up,0.0,Unknown,RESALE,"Sector 4, Gurgaon",House,3.5,0,5.035714285714286,5.183333333333334
1529,DLF Phase 2,51680.0,13,14,13,1935.0,Covered,0.0,Unknown,RESALE,M block,House,10.0,12,10.0,14.284594594594594
1530,Rajendra Park,13675.0,2,1,2,585.0,Super Built-up,0.0,Unknown,RESALE,"Rajendra Park, Gurgaon",House,0.8,6,1.0166666666666666,1.207142857142857
1531,Uppals Southend,48000.0,12,14,12,5000.0,Covered,0.0,North,RESALE,Uppal Southend,House,24.0,18,11.466666666666669,10.275
1532,Sector 4,19556.0,4,3,4,2250.0,Super Built-up,0.0,Unknown,RESALE,"Sector 4, Gurgaon",House,4.4,6,5.035714285714286,5.183333333333334
1533,Tikri,34722.0,4,4,4,3240.0,Super Built-up,0.0,North,RESALE,Vipul Tatvam Villa,House,11.25,30,13.639655172413793,15.625
1534,Sector 48,38580.0,4,4,4,3240.0,Super Built-up,0.0,East,RESALE,Vipul Tatvam Villa,House,12.5,6,13.639655172413793,9.550147058823528
1535,Sector 72,18235.0,4,4,4,8500.0,Covered,0.0,North-East,RESALE,Tata Primanti,House,15.5,18,10.627407407407407,10.318928571428572
1536,Sector 33,28774.0,5,5,5,4518.0,Covered,0.0,Unknown,RESALE,Unitech Uniworld Resorts,House,13.0,18,13.34451612903226,13.652424242424244
1537,Sector 48,34140.0,4,5,4,3222.0,Super Built-up,0.0,Unknown,RESALE,Vipul Tatvam Villa,House,11.0,0,13.639655172413793,9.550147058823528
1538,Nirvana Country,55556.0,4,4,4,3240.0,Super Built-up,0.0,Unknown,RESALE,Unitech Espace,House,18.0,12,16.74888888888889,9.31625
1539,Sector 109,15185.0,4,4,4,5400.0,Super Built-up,0.0,Unknown,RESALE,International City by SOBHA Phase 2,House,8.2,17,11.823333333333332,9.683529411764706
1540,Sector 109,16667.0,4,4,4,5400.0,Super Built-up,0.0,North,RESALE,International City by SOBHA Phase 2,House,9.0,17,11.823333333333332,9.683529411764706
1541,Sector 48,37778.0,4,5,4,4500.0,Super Built-up,0.0,Unknown,RESALE,Vipul Tatvam Villa,House,17.0,6,13.639655172413793,9.550147058823528
1542,Sector 56,50000.0,8,9,8,2700.0,Super Built-up,0.0,Unknown,RESALE,"Sector 56, Gurgaon",House,13.5,12,6.5225,4.152083333333334
1543,Sector 33,19230.0,4,4,4,6760.0,Built-up,0.0,East,RESALE,Unitech Uniworld Resorts,House,13.0,13,13.34451612903226,13.652424242424244
1544,Sector 66,57143.0,5,6,5,3150.0,Covered,0.0,North,RESALE,Emaar MGF Marbella,House,18.0,18,17.92925925925926,8.949036144578313
1545,Palam Vihar,3086.0,6,4,6,4032.0,Super Built-up,0.0,Unknown,RESALE,"Palam Vihar, Gurgaon",House,12.5,12,7.0,6.513333333333333
1546,Sector 109,39095.0,5,6,5,2430.0,Super Built-up,0.0,East,RESALE,International City by Sobha Phase 1,House,9.5,13,11.018378378378378,9.683529411764706
1547,Sector 23,11046.0,4,5,4,3078.0,Super Built-up,0.0,West,RESALE,Ansal Plaza,House,3.4,0,6.891666666666667,7.084999999999999
1548,Sector 109,40278.0,5,5,5,3600.0,Super Built-up,0.0,Unknown,RESALE,International City by Sobha Phase 1,House,14.5,0,11.018378378378378,9.683529411764706
1549,Sector 109,136666.0,4,4,4,600.0,Super Built-up,0.0,North-East,RESALE,International City by SOBHA Phase 2,House,8.2,6,11.823333333333332,9.683529411764706
1550,Sector 45,32651.0,6,6,6,3078.0,Super Built-up,0.0,North-East,RESALE,"Sector 45, Gurgaon",House,10.05,6,7.14,6.526818181818182
1551,Sector 109,37860.0,5,5,5,2430.0,Super Built-up,0.0,Unknown,RESALE,International City by Sobha Phase 1,House,9.2,36,11.018378378378378,9.683529411764706
1552,Sector 109,45556.0,5,6,5,4500.0,Super Built-up,0.0,Unknown,RESALE,International City by Sobha Phase 1,House,20.5,36,11.018378378378378,9.683529411764706
1553,Sector 109,38611.0,5,6,5,3600.0,Super Built-up,0.0,Unknown,RESALE,International City by Sobha Phase 1,House,13.9,36,11.018378378378378,9.683529411764706
1554,Sector 88B,12213.0,2,2,2,1351.0,Carpet,0.0,East,RESALE,Vatika Xpressions,House,1.65,12,1.65,1.65
1555,Sector 4,21778.0,6,6,6,2250.0,Super Built-up,0.0,East,RESALE,"Sector 4, Gurgaon",House,4.9,0,5.035714285714286,5.183333333333334
1556,Sector 109,125000.0,4,4,4,600.0,Super Built-up,0.0,North-East,RESALE,International City by SOBHA Phase 2,House,7.5,6,11.823333333333332,9.683529411764706
1557,Sector 109,38066.0,5,5,5,2430.0,Super Built-up,0.0,North-East,RESALE,International City by Sobha Phase 1,House,9.25,6,11.018378378378378,9.683529411764706
1558,Nirvana Country,43103.0,4,4,4,2610.0,Super Built-up,0.0,East,RESALE,Unitech Nirvana Birch Court,House,12.25,6,15.329999999999998,9.31625
1559,Sector 46,42222.0,4,5,4,2700.0,Super Built-up,0.0,North,RESALE,Unitech Vista Villas,House,11.4,12,22.9525,10.24962962962963
1560,Sector 46,41851.0,4,4,4,2700.0,Super Built-up,0.0,Unknown,RESALE,Unitech Vista Villas,House,11.3,12,22.9525,10.24962962962963
1561,Sector 48,38343.0,5,5,5,3260.0,Super Built-up,0.0,Unknown,RESALE,Vipul Tatvam Villa,House,12.5,18,13.639655172413793,9.550147058823528
1562,Tikri,29551.0,5,5,5,6768.0,Super Built-up,0.0,North,RESALE,Vipul Tatvam Villa,House,20.0,6,13.639655172413793,15.625
1563,Sector 4,22222.0,7,6,7,2250.0,Super Built-up,0.0,East,RESALE,"Sector 4, Gurgaon",House,5.0,0,5.035714285714286,5.183333333333334
1564,Sector 15 Part 2,40000.0,4,6,4,4500.0,Super Built-up,0.0,Unknown,RESALE,"Sector 15 Part 2, Gurgaon",House,18.0,18,13.375,8.8
1565,Sector 82,24943.0,3,4,3,2205.0,Super Built-up,0.0,Unknown,RESALE,Vatika Signature Villas,House,5.5,6,8.50625,5.451621621621622
1566,"Sushant Lok 2,Sector 55",63492.0,12,12,12,1620.0,Covered,4.0,Unknown,RESALE,"Sushant Lok 2,Sector 55, Gurgaon",House,8.0,12,6.966666666666667,7.768181818181818
1567,Sector 50,36956.0,4,5,4,2300.0,Super Built-up,0.0,Unknown,RESALE,Mayfield Gardens,House,8.5,6,8.3125,10.175
1568,Sector 1 Imt Manesar,15484.0,2,2,2,3358.0,Super Built-up,0.0,Unknown,RESALE,"Sector 1 Imt Manesar, Gurgaon",House,5.2,6,7.05,5.243333333333333
1569,Sector 48,31250.0,4,4,4,4000.0,Super Built-up,0.0,Unknown,RESALE,Vipul Tatvam Villa,House,12.5,0,13.639655172413793,9.550147058823528
1570,Block M South City 1,35494.0,5,5,5,3240.0,Super Built-up,0.0,South,RESALE,"Block M South City 1, Gurgaon",House,11.5,6,11.75,11.333333333333334
1571,South City 1,35802.0,4,5,4,3240.0,Super Built-up,0.0,South,RESALE,"South City 1, Gurgaon",House,11.6,21,11.285714285714286,9.38
1572,Sector 37D,10416.0,2,2,2,1200.0,Super Built-up,0.0,Unknown,RESALE,Signature Global City,House,1.25,0,1.35,2.6355
1573,Sector 48,31694.0,5,6,5,2745.0,Super Built-up,0.0,Unknown,RESALE,Eldeco Mansionz,House,8.7,0,8.466666666666667,9.550147058823528
1574,Sector 48,35556.0,4,4,4,4500.0,Super Built-up,0.0,North,RESALE,Vipul Tatvam Villa,House,16.0,30,13.639655172413793,9.550147058823528
1575,Sector 82,259615.0,4,4,4,260.0,Super Built-up,0.0,East,RESALE,Vatika Signature Villas,House,6.75,0,8.50625,5.451621621621622
1576,Sector 109,19230.0,5,5,5,7800.0,Super Built-up,0.0,North-East,RESALE,ATS Tourmaline,House,15.0,6,4.244285714285715,9.683529411764706
1577,V Block DLF Phase 3,47716.0,5,6,5,1467.0,Super Built-up,2.0,East,RESALE,Stilt Plus Two New House,House,7.0,0,7.0,6.586
1578,Nirvana Country,57870.0,3,5,3,2160.0,Super Built-up,0.0,East,RESALE,Unitech Espace,House,12.5,6,16.74888888888889,9.31625
1579,DLF Phase 2,59259.0,6,6,6,2700.0,Super Built-up,0.0,North-East,RESALE,"DLF Phase 2, Gurgaon",House,16.0,6,13.2,14.284594594594594
1580,DLF Phase 2,82687.0,11,4,11,1935.0,Super Built-up,0.0,East,RESALE,"DLF Phase 2, Gurgaon",House,16.0,6,13.2,14.284594594594594
1581,"G Block, Sushant Lok 3",36806.0,3,3,3,2160.0,Super Built-up,4.0,Unknown,RESALE,Sushant lok 3,House,7.95,14,7.95,7.95
1582,Rosewood City,29775.0,3,3,3,1377.0,Super Built-up,0.0,East,RESALE,"Rosewood City, Gurgaon",House,4.1,25,6.89375,7.822222222222223
1583,Sector 109,38611.0,5,6,5,3600.0,Super Built-up,0.0,Unknown,RESALE,International City by Sobha Phase 1,House,13.9,36,11.018378378378378,9.683529411764706
1584,Nirvana Country,48911.0,3,3,3,2709.0,Super Built-up,0.0,Unknown,RESALE,Unitech Deerwood Chase,House,13.25,0,14.216666666666669,9.31625
1585,Nirvana Country,41667.0,4,4,4,3240.0,Super Built-up,0.0,Unknown,RESALE,Unitech Espace,House,13.5,6,16.74888888888889,9.31625
1586,Sector 48,35494.0,4,4,4,3240.0,Covered,0.0,North-East,RESALE,Vipul Tatvam Villa,House,11.5,18,13.639655172413793,9.550147058823528
1587,Sector 109,44686.0,4,4,4,2070.0,Super Built-up,0.0,North-East,RESALE,International City by Sobha Phase 1,House,9.25,6,11.018378378378378,9.683529411764706
