Unnamed: 0,property_name,per_sqft,bedroom,bathroom,configuration,area,area_type,floor_number,facing,age_possession,location,property_type,price_cr,Luxury_score,society_encoded,sector_encoded
171,Sector 66,17012.0,4,5,4,2410.0,Super Built-up,0.0,Unknown,Ready To Move,Emaar Mgf Palm Terraces Select,Flat,4.1,9,4.927272727272728,8.949036144578313
172,Sector 92,8556.0,4,4,4,2162.0,Built-up,19.0,East,Ready To Move,Sare Homes,Flat,1.85,0,1.6861111111111111,2.1133333333333333
173,Sector 83,12732.0,3,3,3,1720.0,Super Built-up,13.0,Unknown,Ready To Move,Emaar Palm Gardens,Flat,2.19,23,2.412631578947368,2.2664
174,Sector 104,14209.0,3,3,3,1689.0,Super Built-up,0.0,Unknown,Ready To Move,Hero Homes,Flat,2.4,0,2.0712244897959184,2.838395061728395
175,Sector 108,20870.0,3,4,3,2343.0,Super Built-up,0.0,Unknown,Ready To Move,Sobha City,Flat,5.1,0,4.504222222222222,4.32938775510204
176,Sector 79,13422.0,3,3,3,1490.0,Super Built-up,0.0,East,Ready To Move,Mapsko Mount Ville,Flat,2.0,0,2.8375000000000004,2.543333333333333
177,Sector 67A,21698.0,3,4,3,2696.0,Built-up,0.0,Unknown,Ready To Move,"Ireo Victory Valley,Golf course extension road",Flat,5.85,0,5.85,2.973529411764705
178,Sector 83,13157.0,3,4,3,1900.0,Super Built-up,0.0,East,Ready To Move,Emaar Palm Gardens,Flat,2.5,6,2.412631578947368,2.2664
179,Sector 104,12857.0,4,4,4,3150.0,Super Built-up,0.0,Unknown,Ready To Move,ATS Triumph,Flat,4.05,0,3.817222222222222,2.838395061728395
180,Sector 104,14860.0,3,3,3,1689.0,Super Built-up,5.0,East,Ready To Move,Hero Homes,Flat,2.51,0,2.0712244897959184,2.838395061728395
181,Sector 67,16382.0,3,3,3,1935.0,Super Built-up,0.0,Unknown,Ready To Move,Bestech Park View Spa Next,Flat,3.17,0,3.270833333333333,4.372857142857143
182,Sector 112,12692.0,5,5,5,6500.0,Super Built-up,0.0,Unknown,Ready To Move,Experion Windchants,Flat,8.25,0,6.797999999999999,5.9
183,Sector 112,15367.0,4,4,4,4848.0,Super Built-up,0.0,Unknown,Ready To Move,Experion Windchants,Flat,7.45,9,6.797999999999999,5.9
184,Sector 65,18743.0,3,3,3,2054.0,Super Built-up,34.0,North,Ready To Move,M3M Skycity,Flat,3.85,0,3.2533333333333334,8.432784810126583
185,Sector 104,14505.0,3,3,3,1689.0,Super Built-up,36.0,North-East,Ready To Move,Hero Homes,Flat,2.45,0,2.0712244897959184,2.838395061728395
186,Sector 70,12526.0,3,3,3,1437.0,Super Built-up,0.0,Unknown,Ready To Move,Tulip Orange,Flat,1.8,0,1.8,2.246153846153846
187,Sector 111,18000.0,4,4,4,2500.0,Built-up,21.0,Unknown,Ready To Move,Puri Diplomatic Greens,Flat,4.5,25,5.778571428571429,5.433
188,Sector 104,20156.0,3,3,3,1689.0,Super Built-up,7.0,East,Ready To Move,Hero Homes,Flat,2.49,0,2.0712244897959184,2.838395061728395
189,Sector 81,16743.0,4,5,4,2825.0,Super Built-up,0.0,Unknown,Ready To Move,DLF The Ultima,Flat,4.73,6,4.032666666666667,3.7062857142857135
190,Sector 81,16619.0,3,4,3,2100.0,Super Built-up,0.0,Unknown,Ready To Move,DLF The Ultima,Flat,3.49,6,4.032666666666667,3.7062857142857135
191,Sector 104,15195.0,2,2,2,1099.0,Super Built-up,9.0,North-East,Ready To Move,Hero Homes,Flat,1.67,0,2.0712244897959184,2.838395061728395
192,Sector 106,27040.0,2,2,2,817.0,Carpet,34.0,North,Ready To Move,Godrej Meridien,Flat,2.21,0,2.8880000000000003,2.6783018867924526
193,Sector 65,36263.0,4,4,4,4550.0,Super Built-up,0.0,East,Ready To Move,Trump Tower,Flat,16.5,0,17.592857142857145,8.432784810126583
194,Sector 65,56325.0,3,4,3,3525.0,Super Built-up,0.0,Unknown,Ready To Move,Trump Tower,Flat,13.0,7,17.592857142857145,8.432784810126583
195,Sector 66,17219.0,4,5,4,2410.0,Super Built-up,0.0,East,Ready To Move,Emaar Mgf Palm Terraces Select,Flat,4.15,6,4.927272727272728,8.949036144578313
196,Sector 81,13233.0,3,4,3,2660.0,Super Built-up,19.0,Unknown,Ready To Move,Bestech Park View Grand Spa,Flat,3.52,0,5.356,3.7062857142857135
197,Sector 37D,17384.0,3,3,3,1811.0,Super Built-up,6.0,East,Ready To Move,BPTP Terra,Flat,2.26,0,2.52,2.6355
198,Sector 102,13234.0,3,4,3,1889.0,Super Built-up,11.0,North-East,Ready To Move,Adani M2K Oyster Grande,Flat,2.5,0,2.861428571428572,2.667326732673267
199,Sector 33,13240.0,3,2,3,1435.0,Built-up,0.0,Unknown,Ready To Move,Breez Flora Avenue,Flat,1.9,6,1.9,13.652424242424244
200,Sector 112,16881.0,4,5,4,4739.0,Super Built-up,5.0,West,Ready To Move,Experion Windchants,Flat,8.0,0,6.797999999999999,5.9
201,Sector-33 Sohna,17887.0,3,3,3,1789.0,Super Built-up,0.0,North-East,Ready To Move,Central Park Flower Valley Aqua Front Towers,Flat,3.25,6,4.16875,6.4413829787234045
202,Sector 65,57940.0,4,4,4,6050.0,Super Built-up,0.0,East,Ready To Move,Trump Tower,Flat,22.0,0,17.592857142857145,8.432784810126583
203,Sector 65,19032.0,2,3,2,1261.0,Super Built-up,24.0,East,Ready To Move,M3M Skycity,Flat,2.4,0,3.2533333333333334,8.432784810126583
204,Sector 89,11589.0,2,2,2,1208.0,Super Built-up,0.0,North-East,Ready To Move,Smart World Gems,Flat,1.4,0,1.5168181818181816,1.7808695652173914
205,Sector 89,11721.0,3,3,3,1365.0,Super Built-up,4.0,North,Ready To Move,M3M Soulitude,Flat,1.6,0,1.59,1.7808695652173914
206,Sector 70A,16735.0,3,3,3,1703.0,Super Built-up,28.0,North-East,Ready To Move,AIPL Zen Residences,Flat,2.85,0,2.5125,3.154516129032258
207,Sector 104,20221.0,3,2,3,1389.0,Super Built-up,30.0,North,Ready To Move,Hero Homes,Flat,2.0,0,2.0712244897959184,2.838395061728395
208,Sector 59,23093.0,3,3,3,2295.0,Built-up,0.0,East,Ready To Move,Conscient Elevate,Flat,5.3,0,5.71157894736842,6.363809523809524
209,Sector 79,12102.0,3,3,3,1983.0,Super Built-up,15.0,East,Ready To Move,Godrej Aria,Flat,2.4,0,2.1,2.543333333333333
210,Sector 92,11562.0,4,4,4,2226.0,Super Built-up,23.0,East,Ready To Move,Sare Homes,Flat,1.85,0,1.6861111111111111,2.1133333333333333
211,Sector 104,14495.0,3,2,3,1359.0,Super Built-up,12.0,North-East,Ready To Move,Hero Homes,Flat,1.97,0,2.0712244897959184,2.838395061728395
212,Sector 48,20205.0,1,1,1,1361.0,Built-up,0.0,Unknown,Ready To Move,Central Park The Room,Flat,2.75,6,2.7,9.550147058823528
213,Sector 67,25800.0,3,3,3,2408.0,Super Built-up,0.0,Unknown,Ready To Move,M3M Merlin,Flat,4.51,0,4.672666666666667,4.372857142857143
214,Sector 84,10500.0,3,3,3,1890.0,Super Built-up,0.0,East,Ready To Move,SS The Coralwood,Flat,1.98,0,1.9085714285714288,2.2295238095238097
215,Sector 83,21233.0,3,4,3,1900.0,Super Built-up,0.0,North,Ready To Move,Emaar Palm Gardens,Flat,2.65,12,2.412631578947368,2.2664
216,Sector 55,12162.0,3,3,3,1850.0,Super Built-up,0.0,North,Ready To Move,City Group CHS,Flat,2.25,0,2.25,8.13125
217,Sector 102,15873.0,3,3,3,1827.0,Super Built-up,26.0,East,Ready To Move,Shapoorji Pallonji Joyville Gurugram,Flat,2.9,8,2.4925,2.667326732673267
218,Sector 92,7589.0,4,4,4,2240.0,Built-up,0.0,Unknown,Ready To Move,Sare Homes,Flat,1.7,0,1.6861111111111111,2.1133333333333333
219,Sohna,9713.0,3,2,3,1081.0,Super Built-up,0.0,Unknown,Ready To Move,Signature Global Park,Flat,1.05,0,0.8988888888888888,2.1345454545454543
220,Sector 102,16277.0,2,2,2,1198.0,Super Built-up,0.0,Unknown,Ready To Move,Shapoorji Pallonji Joyville Gurugram,Flat,2.02,0,2.4925,2.667326732673267
221,Sector 102,13499.0,3,3,3,1889.0,Super Built-up,0.0,East,Ready To Move,Adani M2K Oyster Grande,Flat,2.55,8,2.861428571428572,2.667326732673267
222,Sector 82,10558.0,3,4,3,1790.0,Super Built-up,18.0,West,Ready To Move,Mapsko Royale Ville,Flat,1.89,6,2.671111111111111,5.451621621621622
223,Sector 49,20666.0,3,3,3,1500.0,Carpet,0.0,Unknown,Ready To Move,AWHO Sispal Vihar,Flat,3.1,8,3.216666666666667,4.587948717948718
224,Sector 66,20000.0,3,4,3,2200.0,Super Built-up,0.0,North-East,Ready To Move,Emaar MGF The Palm Drive,Flat,4.4,6,4.582413793103448,8.949036144578313
225,Sector 99,13309.0,3,3,3,2780.0,Super Built-up,0.0,North-East,Ready To Move,Vatika Sovereign Park,Flat,3.7,6,3.935263157894737,3.950277777777778
226,Sector 70,11794.0,3,5,3,1950.0,Super Built-up,0.0,East,Ready To Move,Shree Vardhman Victoria,Flat,2.3,0,2.3045454545454542,2.246153846153846
227,Sector 85,14215.0,3,3,3,1829.0,Carpet,7.0,Unknown,Ready To Move,Godrej Air,Flat,2.6,0,2.9188888888888886,2.713055555555556
228,Sector 36A,19109.0,3,3,3,2538.0,Super Built-up,34.0,Unknown,Ready To Move,Krisumi Waterfall Residences,Flat,4.85,0,3.908,4.4023076923076925
229,Sector 102,13305.0,3,3,3,1691.0,Super Built-up,24.0,Unknown,Ready To Move,Adani M2K Oyster Grande,Flat,2.25,0,2.861428571428572,2.667326732673267
230,Sector 112,16738.0,3,3,3,2802.0,Super Built-up,0.0,East,Ready To Move,Experion Windchants,Flat,4.69,0,6.797999999999999,5.9
231,Sector 67,17627.0,3,3,3,2411.0,Super Built-up,0.0,Unknown,Ready To Move,Ireo Victory Valley,Flat,4.25,0,4.716923076923077,4.372857142857143
232,Sector 99,9072.0,4,3,4,2425.0,Super Built-up,5.0,North,Ready To Move,Pareena Express Heights,Flat,2.2,0,2.2,3.950277777777778
233,Sector 66,20833.0,4,5,4,3800.0,Super Built-up,0.0,West,Ready To Move,Emaar MGF The Palm Drive,Flat,7.5,0,4.582413793103448,8.949036144578313
234,Sector 102,13192.0,4,4,4,4548.0,Super Built-up,0.0,Unknown,Ready To Move,Adani M2K Oyster Grande,Flat,6.0,9,2.861428571428572,2.667326732673267
235,Sector 69,13615.0,3,3,3,1704.0,Super Built-up,26.0,North,Ready To Move,Tulip Yellow,Flat,2.32,0,2.283333333333333,3.0326829268292683
236,Nirvana Country,16036.0,3,4,3,1983.0,Super Built-up,0.0,East,Ready To Move,Unitech Escape,Flat,3.18,0,6.430000000000001,9.31625
237,Sector 99,14285.0,4,4,4,3360.0,Super Built-up,0.0,Unknown,Ready To Move,Vatika Sovereign Park,Flat,4.8,0,3.935263157894737,3.950277777777778
238,Gwal Pahari,14655.0,4,4,4,5800.0,Carpet,0.0,East,Ready To Move,Krrish Provence Estate,Flat,8.5,7,8.5,4.98
239,Sector 102,13571.0,3,4,3,2579.0,Super Built-up,21.0,Unknown,Ready To Move,Adani M2K Oyster Grande,Flat,3.5,0,2.861428571428572,2.667326732673267
240,Sector 66,25806.0,3,3,3,1950.0,Super Built-up,7.0,North,Ready To Move,Emaar MGF The Palm Drive,Flat,4.0,6,4.582413793103448,8.949036144578313
241,Sector 68,12781.0,2,2,2,1330.0,Super Built-up,15.0,North,Ready To Move,M3M The Marina,Flat,1.7,6,2.06,1.7971428571428572
242,Sector 108,22407.0,4,4,4,2343.0,Super Built-up,0.0,Unknown,Ready To Move,Sobha City,Flat,4.85,0,4.504222222222222,4.32938775510204
243,Sector 62,24910.0,4,4,4,3890.0,Super Built-up,27.0,North,Ready To Move,Pioneer Urban Presidia,Flat,9.69,0,9.366666666666667,7.19
244,Sector 90,14285.0,3,3,3,1737.0,Super Built-up,0.0,Unknown,Ready To Move,DLF Regal Gardens,Flat,2.0,6,2.0866666666666664,2.261428571428572
245,Sector 70A,13100.0,3,3,3,1832.0,Super Built-up,0.0,Unknown,Ready To Move,BPTP Green Oaks,Flat,2.4,22,2.35,3.154516129032258
246,Sector 67,15694.0,3,4,3,1988.0,Super Built-up,6.0,East,Ready To Move,Bestech Park View Spa Next,Flat,3.12,0,3.270833333333333,4.372857142857143
247,Malibu Town,16730.0,4,5,4,2940.0,Built-up,0.0,Unknown,Ready To Move,Malibu Towers,Flat,4.35,0,3.275,10.055652173913044
248,Sector 84,10571.0,3,3,3,1750.0,Super Built-up,0.0,Unknown,Ready To Move,SS The Coralwood,Flat,1.85,0,1.9085714285714288,2.2295238095238097
249,Sector 112,15306.0,3,3,3,3763.0,Super Built-up,0.0,Unknown,Ready To Move,Experion Windchants,Flat,5.76,8,6.797999999999999,5.9
250,Sector 109,14571.0,3,3,3,1750.0,Super Built-up,0.0,Unknown,Ready To Move,ATS Tourmaline,Flat,2.55,0,4.244285714285715,9.683529411764706
251,Sector 112,15160.0,4,4,4,4848.0,Super Built-up,0.0,Unknown,Ready To Move,Experion Windchants,Flat,7.35,8,6.797999999999999,5.9
252,Sector 90,11931.0,3,3,3,1760.0,Super Built-up,29.0,East,Ready To Move,DLF Regal Gardens,Flat,2.1,14,2.0866666666666664,2.261428571428572
253,Sector 89,11175.0,2,2,2,1208.0,Super Built-up,4.0,North,Ready To Move,Smart World Gems,Flat,1.35,0,1.5168181818181816,1.7808695652173914
254,Gwal Pahari,11681.0,2,2,2,1130.0,Carpet,0.0,North,Ready To Move,Suncity Vatsal Valley,Flat,1.32,0,1.668,4.98
255,Gwal Pahari,12062.0,3,3,3,1430.0,Carpet,0.0,North,Ready To Move,Suncity Vatsal Valley,Flat,1.73,0,1.668,4.98
256,Sector 111,15254.0,4,5,4,2950.0,Super Built-up,17.0,East,Ready To Move,Puri Diplomatic Greens,Flat,4.5,0,5.778571428571429,5.433
257,Sector 70A,10344.0,2,2,2,725.0,Built-up,11.0,Unknown,Ready To Move,Pyramid Urban Homes,Flat,0.75,32,0.75,3.154516129032258
258,Sector 49,17647.0,3,4,3,1955.0,Super Built-up,14.0,Unknown,Ready To Move,Vatika City,Flat,3.45,6,3.985714285714285,4.587948717948718
259,Sector 54,56340.0,4,6,4,3541.0,Super Built-up,30.0,East,Ready To Move,DLF The Crest,Flat,19.95,0,18.6125,22.56153846153846
260,Sector 61,15625.0,3,3,3,1600.0,Carpet,0.0,East,Ready To Move,Smart World Orchard,Flat,2.5,0,2.589,3.042666666666667
261,Sector 108,7126.0,3,4,3,2666.0,Super Built-up,8.0,North-East,Ready To Move,Raheja Vedaanta,Flat,1.9,0,2.3000000000000003,4.32938775510204
262,Sector 48,40304.0,4,6,4,8684.0,Built-up,16.0,Unknown,Ready To Move,Central Park Resorts Sky Villas,Flat,35.0,0,35.0,9.550147058823528
263,Sector 60,20384.0,2,2,2,1365.0,Super Built-up,7.0,Unknown,Ready To Move,Ireo Skyon,Flat,2.65,0,4.565,4.679047619047619
264,Sector 63A,13888.0,3,3,3,1800.0,Super Built-up,3.0,East,Ready To Move,Laburnum Victory Floors,Flat,2.5,0,2.5,4.715333333333334
265,Sector 49,18195.0,3,4,3,2061.0,Super Built-up,0.0,Unknown,Ready To Move,Orchid Petals,Flat,3.75,0,3.545555555555556,4.587948717948718
266,Sector 108,36547.0,2,2,2,1381.0,Super Built-up,0.0,Unknown,Ready To Move,Sobha City,Flat,3.1,0,4.504222222222222,4.32938775510204
267,Sector 72,17555.0,4,5,4,2905.0,Super Built-up,0.0,East,Ready To Move,Tata Primanti,Flat,5.1,0,10.627407407407407,10.318928571428572
268,Sector 67,19720.0,3,4,3,2358.0,Super Built-up,0.0,Unknown,Ready To Move,M3M Merlin,Flat,4.65,0,4.672666666666667,4.372857142857143
269,Sector 104,14505.0,3,3,3,1689.0,Super Built-up,17.0,East,Ready To Move,Hero Homes,Flat,2.45,0,2.0712244897959184,2.838395061728395
270,Sector 66,18803.0,3,3,3,1872.0,Super Built-up,23.0,East,Ready To Move,Ireo Uptown,Flat,3.52,0,3.671666666666667,8.949036144578313
271,Sector 37D,12200.0,4,3,4,2213.0,Super Built-up,0.0,East,Ready To Move,BPTP Terra,Flat,2.7,0,2.52,2.6355
272,Sector 99A,10766.0,3,5,3,1997.0,Carpet,0.0,Unknown,Ready To Move,Pareena Coban Residences,Flat,2.15,8,2.37,2.37
273,Sector 70A,15910.0,2,2,2,1565.0,Super Built-up,30.0,West,Ready To Move,AIPL The Peaceful Homes,Flat,2.49,6,3.38,3.154516129032258
274,Sector 104,15286.0,2,2,2,1099.0,Super Built-up,36.0,Unknown,Ready To Move,Hero Homes,Flat,1.68,0,2.0712244897959184,2.838395061728395
275,Sector 99,15000.0,3,3,3,2780.0,Super Built-up,0.0,Unknown,Ready To Move,Vatika Sovereign Park,Flat,4.17,17,3.935263157894737,3.950277777777778
276,Sector 102,16611.0,2,2,2,903.0,Super Built-up,8.0,East,Ready To Move,Shapoorji Pallonji Joyville Gurugram,Flat,1.5,9,2.4925,2.667326732673267
277,Sector 104,14505.0,3,3,3,1689.0,Super Built-up,0.0,North,Ready To Move,Hero Homes,Flat,2.45,0,2.0712244897959184,2.838395061728395
278,Sector 85,12091.0,4,5,4,2812.0,Super Built-up,8.0,East,Ready To Move,SS The Leaf,Flat,3.4,0,3.17,2.713055555555556
279,Sector-2 Sohna,17903.0,2,2,2,1457.0,Super Built-up,0.0,West,Ready To Move,Eldeco Acclaim,Flat,1.52,0,1.385,1.52
280,Sector 61,16605.0,3,3,3,1626.0,Super Built-up,1.0,North-East,Ready To Move,Smart World Orchard,Flat,2.7,6,2.589,3.042666666666667
281,Sector 67,15642.0,4,5,4,2685.0,Super Built-up,0.0,North,Ready To Move,Bestech Park View Spa Next,Flat,4.2,0,3.270833333333333,4.372857142857143
282,Sector 66,19545.0,3,3,3,2200.0,Super Built-up,0.0,North-East,Ready To Move,Emaar MGF The Palm Drive,Flat,4.3,6,4.582413793103448,8.949036144578313
283,Sector 108,32093.0,3,3,3,2072.0,Super Built-up,4.0,Unknown,Ready To Move,Sobha City,Flat,4.2,0,4.504222222222222,4.32938775510204
284,Sector 67,22916.0,3,2,3,2400.0,Super Built-up,0.0,North-East,Ready To Move,M3M Merlin,Flat,5.5,0,4.672666666666667,4.372857142857143
285,Sector 112,15274.0,3,3,3,2802.0,Super Built-up,0.0,Unknown,Ready To Move,Experion Windchants,Flat,4.28,8,6.797999999999999,5.9
286,Sector 82A,14686.0,3,3,3,1818.0,Super Built-up,20.0,North-East,Ready To Move,20th floor dlf Primus sector 82a gurgaon,Flat,2.67,6,2.67,3.481333333333333
287,Sector 106,16307.0,3,3,3,1625.0,Super Built-up,0.0,Unknown,Ready To Move,Godrej Meridien,Flat,2.65,7,2.8880000000000003,2.6783018867924526
288,Sector 69,13204.0,3,3,3,1704.0,Super Built-up,0.0,East,Ready To Move,Tulip Yellow,Flat,2.25,6,2.283333333333333,3.0326829268292683
289,Sector 66,17849.0,4,5,4,2409.0,Super Built-up,12.0,East,Ready To Move,Emaar Mgf Palm Terraces Select,Flat,4.3,0,4.927272727272728,8.949036144578313
290,Sector 102,13913.0,3,3,3,1689.0,Super Built-up,0.0,Unknown,Ready To Move,Adani M2K Oyster Grande,Flat,2.35,0,2.861428571428572,2.667326732673267
291,Sector 69,14702.0,3,3,3,1578.0,Super Built-up,14.0,East,Ready To Move,Tulip Violet,Flat,2.32,6,2.556666666666666,3.0326829268292683
292,Sector 67,19442.0,2,2,2,1435.0,Super Built-up,0.0,East,Ready To Move,Ireo Victory Valley,Flat,2.79,0,4.716923076923077,4.372857142857143
293,Sector 82,10416.0,3,3,3,2160.0,Super Built-up,16.0,Unknown,Ready To Move,Vatika The Seven Lamps,Flat,2.25,25,2.0733333333333333,5.451621621621622
294,Sector 66,20611.0,3,4,3,2125.0,Super Built-up,0.0,Unknown,Ready To Move,Emaar MGF The Palm Drive,Flat,4.38,7,4.582413793103448,8.949036144578313
295,Sector 85,13856.0,3,3,3,2129.0,Carpet,0.0,North,Ready To Move,Godrej Air,Flat,2.95,0,2.9188888888888886,2.713055555555556
296,Sector 49,16897.0,3,3,3,1805.0,Super Built-up,0.0,Unknown,Ready To Move,Orchid Petals,Flat,3.05,25,3.545555555555556,4.587948717948718
297,Sector 60,19250.0,3,4,3,2045.0,Super Built-up,5.0,East,Ready To Move,Ireo Skyon,Flat,3.85,8,4.565,4.679047619047619
298,Pocket H Nirvana Country,17338.0,3,4,3,2480.0,Super Built-up,0.0,North,Ready To Move,The Close North,Flat,4.3,6,3.915714285714286,8.333333333333334
299,Sector 92,9615.0,2,2,2,1498.0,Super Built-up,0.0,Unknown,Ready To Move,Raheja Navodaya,Flat,1.25,0,1.6333333333333335,2.1133333333333333
300,Sector 77,13448.0,3,4,3,1450.0,Super Built-up,9.0,East,Ready To Move,Emaar MGF Palm Hills,Flat,1.95,0,2.6166666666666667,3.3463636363636367
301,Sector 67,16030.0,3,3,3,1965.0,Super Built-up,14.0,Unknown,Ready To Move,Bestech Park View Spa Next,Flat,3.1,6,3.270833333333333,4.372857142857143
302,Sector 53,25190.0,2,2,2,1179.0,Super Built-up,0.0,Unknown,Ready To Move,TDI Ourania,Flat,2.97,0,2.97,7.78
303,Sector 67,15452.0,3,4,3,1935.0,Super Built-up,0.0,Unknown,Ready To Move,Bestech Park View Spa Next,Flat,2.99,0,3.270833333333333,4.372857142857143
304,Sector 56,16666.0,1,1,1,600.0,Super Built-up,2.0,Unknown,Ready To Move,Smriti Apartment,Flat,1.0,0,1.0,4.152083333333334
305,Sector 81,17460.0,4,6,4,4200.0,Super Built-up,0.0,North-East,Ready To Move,Bestech Park View Grand Spa,Flat,5.5,6,5.356,3.7062857142857135
306,Sector 67,15090.0,3,4,3,1935.0,Super Built-up,0.0,Unknown,Ready To Move,Bestech Park View Spa Next,Flat,2.92,0,3.270833333333333,4.372857142857143
307,Sector 65,23184.0,4,4,4,5219.0,Super Built-up,0.0,Unknown,Ready To Move,M3M Golfestate,Flat,12.1,0,12.860499999999998,8.432784810126583
308,Sector 65,29447.0,4,4,4,4992.0,Super Built-up,0.0,North,Ready To Move,M3M Golfestate,Flat,14.7,6,12.860499999999998,8.432784810126583
309,Sector 65,25000.0,3,4,3,3464.0,Super Built-up,0.0,North,Ready To Move,M3M Golfestate,Flat,8.66,6,12.860499999999998,8.432784810126583
310,Sector 65,24271.0,4,4,4,4944.0,Super Built-up,0.0,North,Ready To Move,M3M Golfestate,Flat,12.0,6,12.860499999999998,8.432784810126583
311,Sector 65,23500.0,3,4,3,3702.0,Super Built-up,0.0,East,Ready To Move,M3M Golfestate,Flat,9.0,6,12.860499999999998,8.432784810126583
312,Gwal Pahari,12447.0,3,3,3,1430.0,Carpet,0.0,North,Ready To Move,Suncity Vatsal Valley,Flat,1.78,0,1.668,4.98
313,Sector 68,12301.0,2,2,2,1260.0,Super Built-up,15.0,North-East,Ready To Move,M3M The Marina,Flat,1.55,6,2.06,1.7971428571428572
314,Nirvana Country,14810.0,3,4,3,1877.0,Super Built-up,0.0,East,Ready To Move,Unitech Fresco,Flat,2.78,0,2.635,9.31625
315,Sector 70A,17021.0,3,4,3,2350.0,Super Built-up,0.0,Unknown,Ready To Move,AIPL The Peaceful Homes,Flat,4.0,9,3.38,3.154516129032258
316,Sector 110,14561.0,5,5,5,3880.0,Super Built-up,0.0,Unknown,Ready To Move,Indiabulls Enigma,Flat,5.65,0,5.0,4.583333333333333
317,Sector 81,16730.0,3,4,3,2092.0,Super Built-up,29.0,East,Ready To Move,DLF The Ultima,Flat,3.5,0,4.032666666666667,3.7062857142857135
318,Sector 65,25011.0,4,5,4,6365.0,Super Built-up,0.0,East,Ready To Move,M3M Golfestate,Flat,16.5,0,12.860499999999998,8.432784810126583
319,Sector 49,17504.0,4,5,4,2999.0,Super Built-up,0.0,Unknown,Ready To Move,Vatika City,Flat,5.25,0,3.985714285714285,4.587948717948718
320,Sector 70A,14992.0,2,2,2,1414.0,Super Built-up,28.0,North-East,Ready To Move,AIPL Zen Residences,Flat,2.12,6,2.5125,3.154516129032258
321,Sector 81,17451.0,3,4,3,2103.0,Super Built-up,18.0,East,Ready To Move,DLF The Ultima,Flat,3.67,0,4.032666666666667,3.7062857142857135
322,Sector 63A,15556.0,3,3,3,2700.0,Super Built-up,4.0,North-East,Ready To Move,Birla Navya,Flat,4.2,0,4.2,4.715333333333334
323,Sector 72,18095.0,4,5,4,2625.0,Super Built-up,0.0,East,Ready To Move,Tata Primanti,Flat,4.75,0,10.627407407407407,10.318928571428572
324,Sector 47,21862.0,3,5,3,2470.0,Super Built-up,20.0,Unknown,Ready To Move,Bestech Park View Spa,Flat,5.4,16,6.3740000000000006,6.4425
325,Sector 65,30064.0,7,8,7,11200.0,Super Built-up,25.0,North-East,Ready To Move,M3M Golfestate,Flat,33.67,0,12.860499999999998,8.432784810126583
326,Sector 54,52245.0,4,6,4,3541.0,Super Built-up,0.0,East,Ready To Move,DLF The Crest,Flat,18.5,0,18.6125,22.56153846153846
327,Sector 61,15783.0,3,3,3,1679.0,Super Built-up,4.0,East,Ready To Move,Smart World Orchard Street,Flat,2.65,6,2.65,3.042666666666667
328,Sector 102,13763.0,3,3,3,1889.0,Super Built-up,24.0,Unknown,Ready To Move,Adani M2K Oyster Grande,Flat,2.6,0,2.861428571428572,2.667326732673267
329,Sector 106,15484.0,3,3,3,2002.0,Super Built-up,0.0,East,Ready To Move,Godrej Meridien,Flat,3.1,0,2.8880000000000003,2.6783018867924526
330,Sector 65,25137.0,4,5,4,6365.0,Super Built-up,0.0,East,Ready To Move,M3M Golfestate,Flat,16.0,6,12.860499999999998,8.432784810126583
331,Sector 66,20000.0,3,3,3,1950.0,Super Built-up,0.0,North,Ready To Move,Emaar MGF The Palm Drive,Flat,3.9,6,4.582413793103448,8.949036144578313
