,property_name,bedroom,bathroom,configuration,area,area_type,facing,age_possession,property_type,price_cr,sector_encoded,Luxury_category,Floor_category
2247,Sector 109,5,5,5,272.0,Super Built-up,North-East,RESALE,House,9.52,9.683529411764706,Low,Low Floor
2248,Krishna Colony,5,3,5,117.0,Super Built-up,Unknown,RESALE,House,1.9,1.9,Medium,Low Floor
2249,Sector 59,4,4,4,6000.0,Covered,Unknown,RESALE,House,15.0,6.363809523809524,High,Low Floor
2250,Nirvana Country,5,6,5,3240.0,Super Built-up,Unknown,RESALE,House,16.55,9.31625,Low,Low Floor
2251,Nirvana Country,5,6,5,3240.0,Super Built-up,Unknown,RESALE,House,16.5,9.31625,Low,Low Floor
2252,Sector 54,5,5,5,3240.0,Super Built-up,Unknown,RESALE,House,29.0,22.56153846153846,,Low Floor
2253,DLF Phase 1,4,4,4,1800.0,Super Built-up,East,RESALE,House,8.5,21.43235294117647,Low,Low Floor
2254,Palam Vihar,6,6,6,2430.0,Super Built-up,East,RESALE,House,6.25,6.513333333333333,Low,Low Floor
2255,Sector 23A,6,3,6,900.0,Super Built-up,North,RESALE,House,3.0,5.17,Low,Low Floor
2256,Sector 23,4,4,4,2367.0,Super Built-up,Unknown,RESALE,House,7.0,7.084999999999999,Low,Low Floor
2257,Sector 14,3,3,3,2250.0,Super Built-up,North-East,RESALE,House,5.65,9.61875,Low,Low Floor
2258,DLF Phase 2,6,7,6,4500.0,Built-up,Unknown,RESALE,House,22.0,14.284594594594594,Low,Low Floor
2259,DLF Phase 1,6,7,6,9500.0,Built-up,Unknown,RESALE,House,18.25,21.43235294117647,Low,Low Floor
2260,Sector 43,6,6,6,900.0,Super Built-up,Unknown,RESALE,House,5.0,7.4422727272727265,Low,Low Floor
2261,Sector 43,6,6,6,1449.0,Super Built-up,East,RESALE,House,6.95,7.4422727272727265,Low,Low Floor
2262,Sector 42,6,6,6,900.0,Super Built-up,North,RESALE,House,5.5,30.463636363636365,Low,Low Floor
2263,Sector 42,16,16,16,1449.0,Super Built-up,North,RESALE,House,9.0,30.463636363636365,Low,Low Floor
2264,Sector 43,8,4,8,1449.0,Super Built-up,North,RESALE,House,7.15,7.4422727272727265,Low,Low Floor
2265,Sector 43,6,6,6,1449.0,Super Built-up,North,RESALE,House,7.0,7.4422727272727265,Low,Low Floor
2266,Sector 43,8,8,8,540.0,Super Built-up,North,RESALE,House,3.55,7.4422727272727265,Low,Low Floor
2267,"Sushant Lok 2,Sector 55",5,5,5,2493.0,Super Built-up,Unknown,RESALE,House,8.25,7.768181818181818,Medium,Low Floor
2268,Sector 40,6,6,6,1449.0,Built-up,North-East,RESALE,House,5.2,6.006,Low,Low Floor
2269,DLF Phase 1,4,4,4,2844.0,Super Built-up,North,RESALE,House,13.0,21.43235294117647,Medium,Low Floor
2270,Palam Vihar,3,3,3,594.0,Super Built-up,North,RESALE,House,1.9,6.513333333333333,Low,Low Floor
2271,Sector 45,10,10,10,540.0,Super Built-up,East,RESALE,House,3.45,6.526818181818182,Medium,Low Floor
2272,Saraswati Vihar,9,7,9,1350.0,Super Built-up,East,RESALE,House,4.0,4.0,Low,Low Floor
2273,Sushant Lok Phase 2,12,12,12,2040.0,Super Built-up,East,RESALE,House,8.5,10.508333333333333,Low,Low Floor
2274,"Block C, Sushant Lok Phase 1",7,7,7,1800.0,Covered,East,RESALE,House,8.0,8.013333333333334,Medium,Low Floor
2275,Sector 28,5,6,5,300.0,Super Built-up,East,RESALE,House,9.25,7.902857142857143,Low,Low Floor
2276,DLF Cyber City,5,5,5,2700.0,Covered,North-East,RESALE,House,12.5,10.15,Medium,Low Floor
2277,Nirvana Country,5,5,5,360.0,Super Built-up,Unknown,RESALE,House,16.0,9.31625,Medium,Low Floor
2278,"Sushant Lok 2,Sector 55",14,13,14,1620.0,Super Built-up,North,RESALE,House,8.0,7.768181818181818,Low,Low Floor
2279,Huda,8,8,8,3150.0,Super Built-up,East,RESALE,House,10.25,8.33,Medium,Low Floor
2280,Nirvana Country,4,4,4,4518.0,Super Built-up,Unknown,RESALE,House,22.49,9.31625,Low,Low Floor
2281,Nirvana Country,5,5,5,3240.0,Super Built-up,North,RESALE,House,15.0,9.31625,Low,Low Floor
2282,Nirvana Country,4,4,4,2160.0,Super Built-up,North,RESALE,House,11.0,9.31625,Low,Low Floor
2283,Nirvana Country,4,4,4,2439.0,Super Built-up,North,RESALE,House,11.25,9.31625,Low,Low Floor
2284,Nirvana Country,3,3,3,3240.0,Super Built-up,North,RESALE,House,14.0,9.31625,Low,Low Floor
2285,Samaspur,20,20,20,1836.0,Super Built-up,North,RESALE,House,14.0,14.0,Low,Low Floor
2286,Sector 82,6,7,6,400.0,Super Built-up,North-East,RESALE,House,10.0,5.451621621621622,Medium,Low Floor
2287,Sector 5,4,3,4,2367.0,Super Built-up,Unknown,RESALE,House,6.2,5.233333333333333,Low,Mid Floor
2288,Block M South City 1,4,4,4,2475.0,Super Built-up,South,RESALE,House,10.5,11.333333333333334,Low,Mid Floor
2289,South City 1,4,4,4,3240.0,Super Built-up,South,RESALE,House,11.5,9.38,Low,Low Floor
2290,Sector 33,5,6,5,4500.0,Built-up,North,RESALE,House,11.75,13.652424242424244,High,Mid Floor
2291,DLF Phase 1,6,6,6,9000.0,Super Built-up,Unknown,RESALE,House,55.0,21.43235294117647,Low,Low Floor
2292,"Block C, Sushant Lok Phase 1",6,6,6,1935.0,Super Built-up,East,RESALE,House,8.45,8.013333333333334,Low,Low Floor
2293,DLF Phase 2,5,5,5,2700.0,Super Built-up,Unknown,RESALE,House,12.2,14.284594594594594,Medium,Low Floor
2294,Block S Uppals Southend,5,5,5,2799.0,Super Built-up,Unknown,RESALE,House,11.0,9.39,Medium,Low Floor
2295,Nirvana Country,4,4,4,2160.0,Super Built-up,Unknown,RESALE,House,11.0,9.31625,Low,Low Floor
2296,Sector 82,4,6,4,2160.0,Built-up,North,RESALE,House,7.0,5.451621621621622,Low,Low Floor
2297,Sector 14,3,2,3,2250.0,Super Built-up,Unknown,RESALE,House,6.25,9.61875,Low,Low Floor
2298,Sector 14,3,3,3,3600.0,Super Built-up,Unknown,RESALE,House,12.5,9.61875,Low,Mid Floor
2299,Sector 49,4,4,4,540.0,Super Built-up,Unknown,RESALE,House,2.49,4.587948717948718,Low,Low Floor
2300,Sector 48,5,6,5,3240.0,Super Built-up,Unknown,RESALE,House,12.0,9.550147058823528,Low,Low Floor
2301,Sector 48,3,3,3,2100.0,Super Built-up,Unknown,RESALE,House,9.0,9.550147058823528,Low,Low Floor
2302,Sector 109,5,5,5,272.0,Super Built-up,North-East,RESALE,House,9.55,9.683529411764706,Low,Low Floor
2303,Sector 109,5,5,5,272.0,Super Built-up,North-East,RESALE,House,9.56,9.683529411764706,High,Low Floor
2304,Sector 109,5,5,5,272.0,Built-up,North-East,RESALE,House,9.51,9.683529411764706,Low,Low Floor
2305,Sector 109,5,5,5,272.0,Super Built-up,North-East,RESALE,House,9.57,9.683529411764706,Low,Low Floor
2306,Sector 109,5,5,5,272.0,Super Built-up,North-East,RESALE,House,9.52,9.683529411764706,High,Low Floor
2307,Sector 45,3,3,3,540.0,Super Built-up,North-East,RESALE,House,2.6,6.526818181818182,Low,Mid Floor
2308,Sector 109,4,4,4,272.0,Super Built-up,North-East,RESALE,House,9.6,9.683529411764706,Low,Low Floor
2309,Huda Sector,8,8,8,2799.0,Covered,North,RESALE,House,10.0,10.0,Low,Low Floor
2310,Sector 46,17,17,17,2367.0,Super Built-up,North,RESALE,House,13.25,10.24962962962963,Low,Mid Floor
2311,Sector 38,36,36,36,4770.0,Super Built-up,North-East,RESALE,House,20.0,10.166666666666666,Low,Low Floor
2312,Sector 52,32,32,32,4518.0,Super Built-up,Unknown,RESALE,House,27.0,5.501818181818181,Low,Low Floor
2313,Sector 47,11,11,11,2367.0,Super Built-up,Unknown,RESALE,House,10.5,6.4425,Low,Mid Floor
2314,Sector 47,6,6,6,540.0,Super Built-up,North,RESALE,House,2.75,6.4425,Medium,Mid Floor
2315,Sector 31,6,6,6,1449.0,Super Built-up,North-East,RESALE,House,6.5,8.225,Low,Low Floor
2316,Block Q South City 1,5,5,5,540.0,Super Built-up,South,RESALE,House,3.5,4.5,High,Mid Floor
2317,Sector 39,8,8,8,2367.0,Super Built-up,South-East,RESALE,House,7.0,6.75,Low,Mid Floor
2318,Sector 40,10,10,10,2367.0,Super Built-up,Unknown,RESALE,House,9.0,6.006,Low,Low Floor
2319,Sector 47,10,10,10,2367.0,Super Built-up,South-West,RESALE,House,8.5,6.4425,Low,Mid Floor
2320,South City 1,3,3,3,540.0,Super Built-up,South,RESALE,House,2.4,9.38,Low,Low Floor
2321,Sector 39,7,7,7,1449.0,Super Built-up,North-East,RESALE,House,5.0,6.75,Medium,Low Floor
2322,Sector 40,9,9,9,1449.0,Super Built-up,Unknown,RESALE,House,5.65,6.006,Low,Low Floor
2323,Sector 40,6,6,6,990.0,Super Built-up,Unknown,RESALE,House,4.5,6.006,Low,Low Floor
2324,Sector 52,7,7,7,900.0,Super Built-up,Unknown,RESALE,House,4.3,5.501818181818181,Low,Low Floor
2325,Mayfield Garden,9,9,9,2295.0,Super Built-up,East,RESALE,House,7.0,9.75,Low,Low Floor
2326,V Block DLF Phase 3,4,5,4,1687.0,Super Built-up,East,RESALE,House,5.5,6.586,Low,Low Floor
2327,Sector 81,6,6,6,5840.0,Super Built-up,East,RESALE,House,13.5,3.7062857142857135,Medium,Low Floor
2328,Sushant Lok Phase 1,16,16,16,4572.0,Super Built-up,East,RESALE,House,17.5,12.1676,Low,Low Floor
2329,Block M DLF phase 2,5,5,5,1935.0,Super Built-up,North,RESALE,House,10.0,11.75,Low,Low Floor
2330,Sector 7,6,6,6,2025.0,Super Built-up,Unknown,RESALE,House,4.5,4.971428571428571,Low,Low Floor
2331,Sector 51,5,5,5,1449.0,Super Built-up,North-East,RESALE,House,6.75,5.1000000000000005,Low,Low Floor
2332,Sector 40,3,6,3,900.0,Super Built-up,North,RESALE,House,3.9,6.006,Low,Low Floor
2333,Sector 109,4,4,4,2430.0,Super Built-up,Unknown,RESALE,House,9.5,9.683529411764706,Low,Low Floor
2334,Palam Vihar,6,6,6,2430.0,Super Built-up,East,RESALE,House,6.0,6.513333333333333,Low,Low Floor
2335,"Block C, Sushant Lok Phase 1",16,18,16,3762.0,Super Built-up,East,RESALE,House,18.0,8.013333333333334,Low,Mid Floor
2336,Sector 109,5,6,5,2430.0,Super Built-up,Unknown,RESALE,House,7.6,9.683529411764706,Low,Low Floor
2337,Sector 50,4,5,4,4230.0,Super Built-up,East,RESALE,House,17.0,10.175,Medium,Low Floor
2338,DLF Phase 1,5,7,5,4500.0,Super Built-up,Unknown,RESALE,House,22.0,21.43235294117647,Low,Low Floor
2339,Greenwood City,5,6,5,4500.0,Super Built-up,Unknown,RESALE,House,15.0,21.308333333333334,Low,Low Floor
2340,Nirvana Country,4,5,4,3240.0,Super Built-up,Unknown,RESALE,House,14.0,9.31625,Low,Low Floor
2341,BLOCK F Block E Greenwood City,6,6,6,5000.0,Built-up,North-East,RESALE,House,18.5,18.5,Low,Low Floor
2342,Sector 82,4,4,4,6000.0,Super Built-up,East,RESALE,House,12.5,5.451621621621622,Low,Low Floor
2343,Block B Rajendra Park,4,2,4,56.0,Super Built-up,Unknown,RESALE,House,0.8,0.956,Low,Low Floor
2344,Sector 33,5,5,5,4518.0,Super Built-up,North,RESALE,House,12.6,13.652424242424244,Low,Low Floor
2345,Sector 33,5,5,5,502.0,Super Built-up,East,RESALE,House,12.2,13.652424242424244,Low,Mid Floor
2346,Sector 40,9,9,9,263.0,Super Built-up,Unknown,RESALE,House,7.5,6.006,Low,Low Floor
2347,Sector 10,7,5,7,204.0,Super Built-up,North-East,RESALE,House,5.5,6.5,Low,Mid Floor
2348,South City 1,5,7,5,4500.0,Covered,South,RESALE,House,19.5,9.38,Medium,Low Floor
2349,Huda,6,6,6,2367.0,Covered,East,RESALE,House,6.8,8.33,Medium,Low Floor
2350,Manohar Nagar,4,2,4,540.0,Super Built-up,Unknown,RESALE,House,0.75,0.75,Low,Low Floor
2351,Sector 49,3,3,3,1350.0,Super Built-up,North,RESALE,House,4.35,4.587948717948718,Low,Low Floor
2352,Malibu Town,3,3,3,2000.0,Super Built-up,North-East,RESALE,House,2.25,10.055652173913044,Low,Low Floor
2353,Sector 48,3,3,3,2583.0,Super Built-up,North,RESALE,House,8.6,9.550147058823528,Medium,Low Floor
2354,Suncity,6,7,6,9500.0,Built-up,Unknown,RESALE,House,17.75,17.568181818181817,Low,Low Floor
2355,Uppals Southend,5,5,5,260.0,Super Built-up,North-East,RESALE,House,6.3,10.275,High,Low Floor
2356,Sector 52,6,6,6,900.0,Super Built-up,North-East,RESALE,House,4.36,5.501818181818181,Medium,Low Floor
2357,Sector 46,3,3,3,900.0,Super Built-up,North,RESALE,House,3.64,10.24962962962963,Low,Low Floor
2358,Sector 52,3,3,3,2700.0,Super Built-up,Unknown,RESALE,House,2.25,5.501818181818181,Medium,Low Floor
2359,Sector 10A,2,2,2,900.0,Super Built-up,Unknown,RESALE,House,2.8,4.091666666666667,Low,Low Floor
2360,Sector 1 Imt Manesar,30,27,30,2690.0,Super Built-up,Unknown,RESALE,House,5.5,5.243333333333333,Low,Low Floor
2361,Sector 66,5,5,5,3240.0,Super Built-up,North-East,RESALE,House,17.51,8.949036144578313,Low,Low Floor
2362,Sector 66,5,5,5,3240.0,Super Built-up,North-East,RESALE,House,17.28,8.949036144578313,Low,Low Floor
2363,Sector 66,5,5,5,3240.0,Super Built-up,North-East,RESALE,House,17.55,8.949036144578313,Low,Low Floor
2364,Suncity,6,6,6,3240.0,Super Built-up,Unknown,RESALE,House,15.5,17.568181818181817,Medium,Low Floor
2365,Sector 54,5,6,5,3240.0,Covered,North-East,RESALE,House,30.0,22.56153846153846,Medium,Low Floor
2366,Sector 109,4,4,4,5400.0,Super Built-up,East,RESALE,House,9.0,9.683529411764706,Medium,Low Floor
2367,DLF Phase 2,5,5,5,3240.0,Super Built-up,East,RESALE,House,22.0,14.284594594594594,Low,Low Floor
2368,Sector 108,5,6,5,2430.0,Super Built-up,North-East,RESALE,House,8.5,4.32938775510204,Low,Low Floor
2369,Sector 108,5,5,5,2430.0,Super Built-up,North,RESALE,House,9.0,4.32938775510204,Low,Low Floor
2370,DLF Phase 1,20,20,20,9000.0,Super Built-up,East,RESALE,House,75.0,21.43235294117647,Low,Low Floor
2371,Sector 109,4,4,4,5400.0,Super Built-up,Unknown,RESALE,House,8.5,9.683529411764706,Low,Low Floor
2372,Sector 109,5,6,5,7330.0,Built-up,North-East,RESALE,House,18.0,9.683529411764706,Medium,Low Floor
2373,Sector-33 Sohna,3,3,3,4500.0,Super Built-up,North,RESALE,House,7.9,6.4413829787234045,Medium,Low Floor
2374,Rosewood City,5,6,5,3870.0,Super Built-up,Unknown,RESALE,House,15.25,7.822222222222223,Low,Low Floor
2375,DLF Phase 4,5,6,5,8000.0,Super Built-up,Unknown,RESALE,House,15.0,14.622,Low,Low Floor
2376,DLF Phase 4,6,7,6,9500.0,Super Built-up,Unknown,RESALE,House,22.0,14.622,Low,Low Floor
2377,DLF Phase 4,6,7,6,8000.0,Built-up,Unknown,RESALE,House,14.0,14.622,Low,Low Floor
2378,DLF Phase 4,7,8,7,9500.0,Built-up,Unknown,RESALE,House,22.0,14.622,Low,Low Floor
2379,Sector 72,4,4,4,7000.0,Built-up,Unknown,RESALE,House,13.5,10.318928571428572,Low,Low Floor
2380,Sector 33,5,6,5,4500.0,Built-up,North,RESALE,House,11.5,13.652424242424244,High,Mid Floor
2381,Sector 33,5,6,5,4500.0,Built-up,North,RESALE,House,12.0,13.652424242424244,High,Mid Floor
2382,Malibu Town,6,7,6,9500.0,Built-up,Unknown,Ready To Move,House,13.55,10.055652173913044,Low,Low Floor
2383,Sushant Lok Phase 2,6,7,6,4500.0,Built-up,Unknown,RESALE,House,15.5,10.508333333333333,Low,Low Floor
2384,Sector 33,5,6,5,4500.0,Built-up,North,RESALE,House,11.25,13.652424242424244,High,Mid Floor
2385,DLF Phase 4,6,7,6,9500.0,Built-up,Unknown,RESALE,House,23.25,14.622,Low,Low Floor
2386,South City 1,6,7,6,3900.0,Super Built-up,South,RESALE,House,15.5,9.38,Low,Low Floor
