property_id,property_name,rating,price,area,area_with_type,configuration,floor_number,facing,age_possession,furnish_details,balcony,additional_rooms,features,description,society,address,nearby_location,link
,"3 BHK Flat in Sector 128, Noida",N/A,"₹2.35 Cr
₹14,242 /sqft",1850,"1,850 sqft",3 BHK,12 floor,North,Ready to move,N/A,3 balcon,N/A,N/A,"Check out this 3 bhk apartment for sale in jaypee greens the pavilion court, a popular residential project that houses in-Demand flats in sector 128 noida. This is a north-Facing property. The flat is",N/A,Jaypee Greens The Pavilion Court,"Highlights :
North Facing
Gated Society
+2",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-the-pavilion-court-sector-128-noida-1850-sq-ft-r1-spid-S84721784
,"3 BHK Flat in Sector 128, Noida",N/A,N/A,N/A,N/A,3 BHK,N/A,N/A,Resale,N/A,N/A,N/A,N/A,N/A,N/A,Jaypee Greens The Pavilion Court,N/A,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-the-pavilion-court-sector-128-noida-1850-sq-ft-r1-spid-S84721784
,"3 BHK Flat in Sector 128, Noida",N/A,N/A,N/A,N/A,3 BHK,N/A,N/A,Resale,N/A,N/A,N/A,N/A,N/A,N/A,Jaypee Greens The Pavilion Court,N/A,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-the-pavilion-court-sector-128-noida-1850-sq-ft-r1-spid-S84721784
,N/A,N/A,"₹2.35 Cr
₹14,242 /sqft",1850,"1,850 sqft",3 BHK,N/A,N/A,Ready to move,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
srp_tuple_description,N/A,N/A,N/A,1850,1850 sq.Ft,3 bhk,12 floor,N/A,N/A,N/A,3 balcon,N/A,N/A,"Check out this 3 bhk apartment for sale in jaypee greens the pavilion court, a popular residential project that houses in-Demand flats in sector 128 noida. This is a north-Facing property. The flat is",N/A,N/A,N/A,N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
V87756274,"Residential land / Plot in Sector 131, Noida",N/A,"₹3.45 Cr
₹25,054 /sqft",1377,"1,377 sqft",N/A,N/A,North,Ready to move,N/A,N/A,N/A,N/A,"Kensington park plot phase 1 is a residential plotted community at sector 133, jaypee greens wish town, noida. This sector is very well connected to noida expressway. Schools, hospitals, commercials a",N/A,Jaypee Greens Kensington Park Plot Phase 2,"Highlights :
North-East Facing
Genisis globle school Nearby
+2",https://www.99acres.com/residential-land-plot-for-sale-in-jaypee-greens-kensington-park-plot-phase-2-sector-131-noida-153-sq-yard-spid-V87756274
,"Residential land / Plot in Sector 131, Noida",N/A,"₹3.45 Cr
₹25,054 /sqft",1377,"1,377 sqft",N/A,N/A,North,Ready to move,N/A,N/A,N/A,N/A,"Kensington park plot phase 1 is a residential plotted community at sector 133, jaypee greens wish town, noida. This sector is very well connected to noida expressway. Schools, hospitals, commercials a",N/A,Jaypee Greens Kensington Park Plot Phase 2,"Highlights :
North-East Facing
Genisis globle school Nearby
+2",https://www.99acres.com/residential-land-plot-for-sale-in-jaypee-greens-kensington-park-plot-phase-2-sector-131-noida-153-sq-yard-spid-V87756274
AI_LISTING,"Residential land / Plot in Sector 131, Noida",N/A,"₹3.45 Cr
₹25,054 /sqft",1377,"1,377 sqft",N/A,N/A,North,Ready to move,N/A,N/A,N/A,N/A,"Kensington park plot phase 1 is a residential plotted community at sector 133, jaypee greens wish town, noida. This sector is very well connected to noida expressway. Schools, hospitals, commercials a",N/A,Jaypee Greens Kensington Park Plot Phase 2,"Highlights :
North-East Facing
Genisis globle school Nearby
+2",https://www.99acres.com/residential-land-plot-for-sale-in-jaypee-greens-kensington-park-plot-phase-2-sector-131-noida-153-sq-yard-spid-V87756274
,"Residential land / Plot in Sector 131, Noida",N/A,"₹3.45 Cr
₹25,054 /sqft",1377,"1,377 sqft",N/A,N/A,North,Ready to move,N/A,N/A,N/A,N/A,"Kensington park plot phase 1 is a residential plotted community at sector 133, jaypee greens wish town, noida. This sector is very well connected to noida expressway. Schools, hospitals, commercials a",N/A,Jaypee Greens Kensington Park Plot Phase 2,"Highlights :
North-East Facing
Genisis globle school Nearby
+2",https://www.99acres.com/residential-land-plot-for-sale-in-jaypee-greens-kensington-park-plot-phase-2-sector-131-noida-153-sq-yard-spid-V87756274
,"Residential land / Plot in Sector 131, Noida",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Resale,N/A,N/A,N/A,N/A,N/A,N/A,Jaypee Greens Kensington Park Plot Phase 2,N/A,https://www.99acres.com/residential-land-plot-for-sale-in-jaypee-greens-kensington-park-plot-phase-2-sector-131-noida-153-sq-yard-spid-V87756274
,"Residential land / Plot in Sector 131, Noida",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Resale,N/A,N/A,N/A,N/A,N/A,N/A,Jaypee Greens Kensington Park Plot Phase 2,N/A,https://www.99acres.com/residential-land-plot-for-sale-in-jaypee-greens-kensington-park-plot-phase-2-sector-131-noida-153-sq-yard-spid-V87756274
,N/A,N/A,"₹3.45 Cr
₹25,054 /sqft",1377,"1,377 sqft",N/A,N/A,N/A,Ready to move,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,North,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Highlights :
North-East Facing
Genisis globle school Nearby
+2",N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,North,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Highlights :
North-East Facing
Genisis globle school Nearby
+2",N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,North,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Highlights :,N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,North,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Highlights :,N/A
srp_tuple_description,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Kensington park plot phase 1 is a residential plotted community at sector 133, jaypee greens wish town, noida. This sector is very well connected to noida expressway. Schools, hospitals, commercials a",N/A,N/A,N/A,N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X87347294,"3 BHK Flat in Sector 137, Noida",N/A,"₹1.9 Cr
₹10,857 /sqft",1750,"1,750 sqft",3 BHK,20 floor,North,Ready to move,N/A,3 balcon,N/A,N/A,"Located in the popular residential address of sector 137 noida, supertech ecociti is one of the most preferred destination for apartments in noida. This 3 bhk flat is your ticket to be a part of this ",N/A,Supertech Ecociti,"Highlights :
North-East Facing
SECTOR 137 Nearby
+2",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-supertech-ecociti-sector-137-noida-1750-sq-ft-spid-X87347294
,"3 BHK Flat in Sector 137, Noida",N/A,"₹1.9 Cr
₹10,857 /sqft",1750,"1,750 sqft",3 BHK,20 floor,North,Ready to move,N/A,3 balcon,N/A,N/A,"Located in the popular residential address of sector 137 noida, supertech ecociti is one of the most preferred destination for apartments in noida. This 3 bhk flat is your ticket to be a part of this ",N/A,Supertech Ecociti,"Highlights :
North-East Facing
SECTOR 137 Nearby
+2",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-supertech-ecociti-sector-137-noida-1750-sq-ft-spid-X87347294
AI_LISTING,"3 BHK Flat in Sector 137, Noida",N/A,"₹1.9 Cr
₹10,857 /sqft",1750,"1,750 sqft",3 BHK,20 floor,North,Ready to move,N/A,3 balcon,N/A,N/A,"Located in the popular residential address of sector 137 noida, supertech ecociti is one of the most preferred destination for apartments in noida. This 3 bhk flat is your ticket to be a part of this ",N/A,Supertech Ecociti,"Highlights :
North-East Facing
SECTOR 137 Nearby
+2",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-supertech-ecociti-sector-137-noida-1750-sq-ft-spid-X87347294
,"3 BHK Flat in Sector 137, Noida",N/A,"₹1.9 Cr
₹10,857 /sqft",1750,"1,750 sqft",3 BHK,20 floor,North,Ready to move,N/A,3 balcon,N/A,N/A,"Located in the popular residential address of sector 137 noida, supertech ecociti is one of the most preferred destination for apartments in noida. This 3 bhk flat is your ticket to be a part of this ",N/A,Supertech Ecociti,"Highlights :
North-East Facing
SECTOR 137 Nearby
+2",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-supertech-ecociti-sector-137-noida-1750-sq-ft-spid-X87347294
,"3 BHK Flat in Sector 137, Noida",N/A,N/A,N/A,N/A,3 BHK,N/A,N/A,Resale,N/A,N/A,N/A,N/A,N/A,N/A,Supertech Ecociti,N/A,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-supertech-ecociti-sector-137-noida-1750-sq-ft-spid-X87347294
,"3 BHK Flat in Sector 137, Noida",N/A,N/A,N/A,N/A,3 BHK,N/A,N/A,Resale,N/A,N/A,N/A,N/A,N/A,N/A,Supertech Ecociti,N/A,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-supertech-ecociti-sector-137-noida-1750-sq-ft-spid-X87347294
,N/A,N/A,"₹1.9 Cr
₹10,857 /sqft",1750,"1,750 sqft",3 BHK,N/A,N/A,Ready to move,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,North,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Highlights :
North-East Facing
SECTOR 137 Nearby
+2",N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,North,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Highlights :
North-East Facing
SECTOR 137 Nearby
+2",N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,North,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Highlights :,N/A
srp_tuple_description,N/A,N/A,N/A,1750,1750 sq.Ft,3 bhk,20 floor,East,N/A,N/A,3 balcon,N/A,N/A,"Located in the popular residential address of sector 137 noida, supertech ecociti is one of the most preferred destination for apartments in noida. This 3 bhk flat is your ticket to be a part of this ",N/A,N/A,N/A,N/A
I88184702,"5 BHK Flat in Sector 43, Noida",N/A,"₹7.12 Cr
₹18,966 /sqft",3754,"3,754 sqft",5 BHK,34 floor,North,Ready to move,N/A,3 balcon,N/A,Garden,"This 5 bhk flat is located in godrej woods, which houses some of the most spacious flats in sector 43 noida. The flat is facing the north-East direction. Containing 5 bedroom(s), 5 bathrooms and more ",N/A,Godrej Woods,"Highlights :
North-East Facing
Botanical garden Nearby
+2",https://www.99acres.com/5-bhk-bedroom-apartment-flat-for-sale-in-godrej-woods-sector-43-noida-3754-sq-ft-spid-I88184702
,"5 BHK Flat in Sector 43, Noida",N/A,"₹7.12 Cr
₹18,966 /sqft",3754,"3,754 sqft",5 BHK,34 floor,North,Ready to move,N/A,3 balcon,N/A,Garden,"This 5 bhk flat is located in godrej woods, which houses some of the most spacious flats in sector 43 noida. The flat is facing the north-East direction. Containing 5 bedroom(s), 5 bathrooms and more ",N/A,Godrej Woods,"Highlights :
North-East Facing
Botanical garden Nearby
+2",https://www.99acres.com/5-bhk-bedroom-apartment-flat-for-sale-in-godrej-woods-sector-43-noida-3754-sq-ft-spid-I88184702
AI_LISTING,"5 BHK Flat in Sector 43, Noida",N/A,"₹7.12 Cr
₹18,966 /sqft",3754,"3,754 sqft",5 BHK,34 floor,North,Ready to move,N/A,3 balcon,N/A,Garden,"This 5 bhk flat is located in godrej woods, which houses some of the most spacious flats in sector 43 noida. The flat is facing the north-East direction. Containing 5 bedroom(s), 5 bathrooms and more ",N/A,Godrej Woods,"Highlights :
North-East Facing
Botanical garden Nearby
+2",https://www.99acres.com/5-bhk-bedroom-apartment-flat-for-sale-in-godrej-woods-sector-43-noida-3754-sq-ft-spid-I88184702
,"5 BHK Flat in Sector 43, Noida",N/A,"₹7.12 Cr
₹18,966 /sqft",3754,"3,754 sqft",5 BHK,34 floor,North,Ready to move,N/A,3 balcon,N/A,Garden,"This 5 bhk flat is located in godrej woods, which houses some of the most spacious flats in sector 43 noida. The flat is facing the north-East direction. Containing 5 bedroom(s), 5 bathrooms and more ",N/A,Godrej Woods,"Highlights :
North-East Facing
Botanical garden Nearby
+2",https://www.99acres.com/5-bhk-bedroom-apartment-flat-for-sale-in-godrej-woods-sector-43-noida-3754-sq-ft-spid-I88184702
,"5 BHK Flat in Sector 43, Noida",N/A,N/A,N/A,N/A,5 BHK,N/A,N/A,Resale,N/A,N/A,N/A,N/A,N/A,N/A,Godrej Woods,N/A,https://www.99acres.com/5-bhk-bedroom-apartment-flat-for-sale-in-godrej-woods-sector-43-noida-3754-sq-ft-spid-I88184702
,"5 BHK Flat in Sector 43, Noida",N/A,N/A,N/A,N/A,5 BHK,N/A,N/A,Resale,N/A,N/A,N/A,N/A,N/A,N/A,Godrej Woods,N/A,https://www.99acres.com/5-bhk-bedroom-apartment-flat-for-sale-in-godrej-woods-sector-43-noida-3754-sq-ft-spid-I88184702
,N/A,N/A,"₹7.12 Cr
₹18,966 /sqft",3754,"3,754 sqft",5 BHK,N/A,N/A,Ready to move,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,North,N/A,N/A,N/A,N/A,Garden,N/A,N/A,N/A,"Highlights :
North-East Facing
Botanical garden Nearby
+2",N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,North,N/A,N/A,N/A,N/A,Garden,N/A,N/A,N/A,"Highlights :
North-East Facing
Botanical garden Nearby
+2",N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,North,N/A,N/A,N/A,N/A,Garden,N/A,N/A,N/A,Highlights :,N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,North,N/A,N/A,N/A,N/A,Garden,N/A,N/A,N/A,Highlights :,N/A
srp_tuple_description,N/A,N/A,N/A,3754,3754 sq.Ft,5 bhk,34 floor,East,N/A,N/A,3 balcon,N/A,N/A,"This 5 bhk flat is located in godrej woods, which houses some of the most spacious flats in sector 43 noida. The flat is facing the north-East direction. Containing 5 bedroom(s), 5 bathrooms and more ",N/A,N/A,N/A,N/A
S81515563,"2 BHK Flat in Sector 137, Noida",N/A,"₹95 Lac
₹7,949 /sqft",1195,"1,195 sqft",2 BHK,19 floor,East,Ready to move,N/A,2 balcon,N/A,N/A,Paras tierea is one of the most popular destination for buying apartments/ flats in sector 137 noida. You too can be a part of this society by purchasing this 2 bhk flat here. This is a north-East-Fac,N/A,Paras Tierea,N/A,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-paras-tierea-sector-137-noida-1195-sq-ft-r4-spid-S81515563
,"2 BHK Flat in Sector 137, Noida",N/A,"₹95 Lac
₹7,949 /sqft",1195,"1,195 sqft",2 BHK,19 floor,East,Ready to move,N/A,2 balcon,N/A,N/A,Paras tierea is one of the most popular destination for buying apartments/ flats in sector 137 noida. You too can be a part of this society by purchasing this 2 bhk flat here. This is a north-East-Fac,N/A,Paras Tierea,N/A,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-paras-tierea-sector-137-noida-1195-sq-ft-r4-spid-S81515563
AI_LISTING,"2 BHK Flat in Sector 137, Noida",N/A,"₹95 Lac
₹7,949 /sqft",1195,"1,195 sqft",2 BHK,19 floor,East,Ready to move,N/A,2 balcon,N/A,N/A,Paras tierea is one of the most popular destination for buying apartments/ flats in sector 137 noida. You too can be a part of this society by purchasing this 2 bhk flat here. This is a north-East-Fac,N/A,Paras Tierea,N/A,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-paras-tierea-sector-137-noida-1195-sq-ft-r4-spid-S81515563
,"2 BHK Flat in Sector 137, Noida",N/A,"₹95 Lac
₹7,949 /sqft",1195,"1,195 sqft",2 BHK,19 floor,East,Ready to move,N/A,2 balcon,N/A,N/A,Paras tierea is one of the most popular destination for buying apartments/ flats in sector 137 noida. You too can be a part of this society by purchasing this 2 bhk flat here. This is a north-East-Fac,N/A,Paras Tierea,N/A,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-paras-tierea-sector-137-noida-1195-sq-ft-r4-spid-S81515563
,"2 BHK Flat in Sector 137, Noida",N/A,N/A,N/A,N/A,2 BHK,N/A,N/A,Resale,N/A,N/A,N/A,N/A,N/A,N/A,Paras Tierea,N/A,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-paras-tierea-sector-137-noida-1195-sq-ft-r4-spid-S81515563
,"2 BHK Flat in Sector 137, Noida",N/A,N/A,N/A,N/A,2 BHK,N/A,N/A,Resale,N/A,N/A,N/A,N/A,N/A,N/A,Paras Tierea,N/A,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-paras-tierea-sector-137-noida-1195-sq-ft-r4-spid-S81515563
,N/A,N/A,"₹95 Lac
₹7,949 /sqft",1195,"1,195 sqft",2 BHK,N/A,N/A,Ready to move,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
srp_tuple_description,N/A,N/A,N/A,1195,1195 sq.Ft,2 bhk,19 floor,East,N/A,N/A,2 balcon,N/A,N/A,Paras tierea is one of the most popular destination for buying apartments/ flats in sector 137 noida. You too can be a part of this society by purchasing this 2 bhk flat here. This is a north-East-Fac,N/A,N/A,N/A,N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
E86714796,"3 BHK Flat in Sector 150, Noida",N/A,"₹1.74 Cr
₹12,428 /sqft",1400,"1,400 sqft",3 BHK,31 floor,East,Ready to move,N/A,3 balcon,N/A,N/A,"Check out this 3 bhk apartment for sale in ats pious hideaways, a popular residential project that houses in-Demand flats in sector 150 noida. This property faces the east direction. The flat occupies",N/A,ATS Pious Hideaways,"Highlights :
East Facing
Gated Society
+2",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-pious-hideaways-sector-150-noida-1400-sq-ft-spid-E86714796
,"3 BHK Flat in Sector 150, Noida",N/A,"₹1.74 Cr
₹12,428 /sqft",1400,"1,400 sqft",3 BHK,31 floor,East,Ready to move,N/A,3 balcon,N/A,N/A,"Check out this 3 bhk apartment for sale in ats pious hideaways, a popular residential project that houses in-Demand flats in sector 150 noida. This property faces the east direction. The flat occupies",N/A,ATS Pious Hideaways,"Highlights :
East Facing
Gated Society
+2",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-pious-hideaways-sector-150-noida-1400-sq-ft-spid-E86714796
AI_LISTING,"3 BHK Flat in Sector 150, Noida",N/A,"₹1.74 Cr
₹12,428 /sqft",1400,"1,400 sqft",3 BHK,31 floor,East,Ready to move,N/A,3 balcon,N/A,N/A,"Check out this 3 bhk apartment for sale in ats pious hideaways, a popular residential project that houses in-Demand flats in sector 150 noida. This property faces the east direction. The flat occupies",N/A,ATS Pious Hideaways,"Highlights :
East Facing
Gated Society
+2",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-pious-hideaways-sector-150-noida-1400-sq-ft-spid-E86714796
,"3 BHK Flat in Sector 150, Noida",N/A,"₹1.74 Cr
₹12,428 /sqft",1400,"1,400 sqft",3 BHK,31 floor,East,Ready to move,N/A,3 balcon,N/A,N/A,"Check out this 3 bhk apartment for sale in ats pious hideaways, a popular residential project that houses in-Demand flats in sector 150 noida. This property faces the east direction. The flat occupies",N/A,ATS Pious Hideaways,"Highlights :
East Facing
Gated Society
+2",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-pious-hideaways-sector-150-noida-1400-sq-ft-spid-E86714796
,"3 BHK Flat in Sector 150, Noida",N/A,N/A,N/A,N/A,3 BHK,N/A,N/A,Resale,N/A,N/A,N/A,N/A,N/A,N/A,ATS Pious Hideaways,N/A,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-pious-hideaways-sector-150-noida-1400-sq-ft-spid-E86714796
,"3 BHK Flat in Sector 150, Noida",N/A,N/A,N/A,N/A,3 BHK,N/A,N/A,Resale,N/A,N/A,N/A,N/A,N/A,N/A,ATS Pious Hideaways,N/A,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-pious-hideaways-sector-150-noida-1400-sq-ft-spid-E86714796
,N/A,N/A,"₹1.74 Cr
₹12,428 /sqft",1400,"1,400 sqft",3 BHK,N/A,N/A,Ready to move,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
srp_tuple_description,N/A,N/A,N/A,1400,1400 sq.Ft,3 bhk,31 floor,N/A,N/A,N/A,3 balcon,N/A,N/A,"Check out this 3 bhk apartment for sale in ats pious hideaways, a popular residential project that houses in-Demand flats in sector 150 noida. This property faces the east direction. The flat occupies",N/A,N/A,N/A,N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
O87460716,"Residential land / Plot in Sector 122, Noida",N/A,"₹6.15 Cr
₹19,045 /sqft",3229,"3,229 sqft",N/A,1 floor,N/A,Ready to move,N/A,N/A,N/A,Garden,Sector 122 noida is an ideal location for buying residential plots in noida. This plot in sector 122 noida is a great buy for you. This 300 sq.M. Super built up area plot is your opportunity to build ,,RWA Sector 122,"Highlights :
Overlooking Park/Garden
Overlooking Main Road",https://www.99acres.com/residential-land-plot-for-sale-in-rwa-sector-122-sector-122-noida-359-sq-yard-spid-O87460716
,"Residential land / Plot in Sector 122, Noida",N/A,"₹6.15 Cr
₹19,045 /sqft",3229,"3,229 sqft",N/A,1 floor,N/A,Ready to move,N/A,N/A,N/A,Garden,Sector 122 noida is an ideal location for buying residential plots in noida. This plot in sector 122 noida is a great buy for you. This 300 sq.M. Super built up area plot is your opportunity to build ,,RWA Sector 122,"Highlights :
Overlooking Park/Garden
Overlooking Main Road",https://www.99acres.com/residential-land-plot-for-sale-in-rwa-sector-122-sector-122-noida-359-sq-yard-spid-O87460716
PREMIUM_LISTING,"Residential land / Plot in Sector 122, Noida",N/A,"₹6.15 Cr
₹19,045 /sqft",3229,"3,229 sqft",N/A,1 floor,N/A,Ready to move,N/A,N/A,N/A,Garden,Sector 122 noida is an ideal location for buying residential plots in noida. This plot in sector 122 noida is a great buy for you. This 300 sq.M. Super built up area plot is your opportunity to build ,,RWA Sector 122,"Highlights :
Overlooking Park/Garden
Overlooking Main Road",https://www.99acres.com/residential-land-plot-for-sale-in-rwa-sector-122-sector-122-noida-359-sq-yard-spid-O87460716
,"Residential land / Plot in Sector 122, Noida",N/A,"₹6.15 Cr
₹19,045 /sqft",3229,"3,229 sqft",N/A,1 floor,N/A,Ready to move,N/A,N/A,N/A,Garden,Sector 122 noida is an ideal location for buying residential plots in noida. This plot in sector 122 noida is a great buy for you. This 300 sq.M. Super built up area plot is your opportunity to build ,N/A,RWA Sector 122,"Highlights :
Overlooking Park/Garden
Overlooking Main Road",https://www.99acres.com/residential-land-plot-for-sale-in-rwa-sector-122-sector-122-noida-359-sq-yard-spid-O87460716
,"Residential land / Plot in Sector 122, Noida",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Resale,N/A,N/A,N/A,N/A,N/A,N/A,RWA Sector 122,N/A,https://www.99acres.com/residential-land-plot-for-sale-in-rwa-sector-122-sector-122-noida-359-sq-yard-spid-O87460716
,"Residential land / Plot in Sector 122, Noida",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Resale,N/A,N/A,N/A,N/A,N/A,N/A,RWA Sector 122,N/A,https://www.99acres.com/residential-land-plot-for-sale-in-rwa-sector-122-sector-122-noida-359-sq-yard-spid-O87460716
,N/A,N/A,"₹6.15 Cr
₹19,045 /sqft",3229,"3,229 sqft",N/A,N/A,N/A,Ready to move,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Garden,N/A,N/A,N/A,"Highlights :
Overlooking Park/Garden
Overlooking Main Road",N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Garden,N/A,N/A,N/A,"Highlights :
Overlooking Park/Garden
Overlooking Main Road",N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Garden,N/A,N/A,N/A,Highlights :,N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Garden,N/A,N/A,N/A,Highlights :,N/A
srp_tuple_description,N/A,N/A,N/A,N/A,N/A,N/A,1 floor,N/A,N/A,N/A,N/A,N/A,N/A,Sector 122 noida is an ideal location for buying residential plots in noida. This plot in sector 122 noida is a great buy for you. This 300 sq.M. Super built up area plot is your opportunity to build ,N/A,N/A,N/A,N/A
S87509944,"3 Bedroom Farm house in Sector 150, Noida",N/A,"₹2.5 Cr
₹1,111 /sqft",22500,"22,500 sqft",3 BHK,N/A,North,Ready to move,N/A,N/A,N/A,Security,Book your farmhouse in noida with immediate registry and immediate possession at sector 150 noida expressway. Starting at 10000 lakhs* | plot sizes from 1008 sq. Yards 95% open green area Farmland & s,N/A,Farm house,"Highlights :
North-East Facing
Newly Constructed
+2",https://www.99acres.com/3-bhk-bedroom-farm-house-for-sale-in-sector-150-noida-22500-sq-ft-spid-S87509944
,"3 Bedroom Farm house in Sector 150, Noida",N/A,"₹2.5 Cr
₹1,111 /sqft",22500,"22,500 sqft",3 BHK,N/A,North,Ready to move,N/A,N/A,N/A,Security,Book your farmhouse in noida with immediate registry and immediate possession at sector 150 noida expressway. Starting at 10000 lakhs* | plot sizes from 1008 sq. Yards 95% open green area Farmland & s,N/A,Farm house,"Highlights :
North-East Facing
Newly Constructed
+2",https://www.99acres.com/3-bhk-bedroom-farm-house-for-sale-in-sector-150-noida-22500-sq-ft-spid-S87509944
,"3 Bedroom Farm house in Sector 150, Noida",N/A,"₹2.5 Cr
₹1,111 /sqft",22500,"22,500 sqft",3 BHK,N/A,North,Ready to move,N/A,N/A,N/A,Security,Book your farmhouse in noida with immediate registry and immediate possession at sector 150 noida expressway. Starting at 10000 lakhs* | plot sizes from 1008 sq. Yards 95% open green area Farmland & s,N/A,Farm house,"Highlights :
North-East Facing
Newly Constructed
+2",https://www.99acres.com/3-bhk-bedroom-farm-house-for-sale-in-sector-150-noida-22500-sq-ft-spid-S87509944
tuple_srp_6_okyx6wbBb34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,"3 Bedroom Farm house in Sector 150, Noida",N/A,"₹2.5 Cr
₹1,111 /sqft",22500,"22,500 sqft",3 BHK,N/A,North,Ready to move,N/A,N/A,N/A,Security,Book your farmhouse in noida with immediate registry and immediate possession at sector 150 noida expressway. Starting at 10000 lakhs* | plot sizes from 1008 sq. Yards 95% open green area Farmland & s,N/A,Farm house,"Highlights :
North-East Facing
Newly Constructed
+2",https://www.99acres.com/3-bhk-bedroom-farm-house-for-sale-in-sector-150-noida-22500-sq-ft-spid-S87509944
,"3 Bedroom Farm house in Sector 150, Noida",N/A,"₹2.5 Cr
₹1,111 /sqft",22500,"22,500 sqft",3 BHK,N/A,North,Ready to move,N/A,N/A,N/A,Security,Book your farmhouse in noida with immediate registry and immediate possession at sector 150 noida expressway. Starting at 10000 lakhs* | plot sizes from 1008 sq. Yards 95% open green area Farmland & s,N/A,Farm house,"Highlights :
North-East Facing
Newly Constructed
+2",https://www.99acres.com/3-bhk-bedroom-farm-house-for-sale-in-sector-150-noida-22500-sq-ft-spid-S87509944
